id,odor,gill-attachment,ring-number,ring-type
5170,n,f,t,e
5171,f,f,o,l
5172,f,f,o,p
5173,f,f,o,p
5174,f,f,o,l
5175,f,f,o,l
5176,n,f,t,e
5177,n,f,t,e
5178,n,f,t,p
5179,n,f,o,e
5180,n,f,t,e
5181,f,f,o,p
5182,f,f,o,p
5183,f,f,o,l
5184,f,f,o,p
5185,f,f,o,p
5186,n,f,o,e
5187,y,f,o,e
5188,f,f,o,l
5189,n,f,o,f
5190,f,f,o,l
5191,n,f,t,p
5192,f,f,o,p
5193,s,f,o,e
5194,n,f,t,e
5195,f,f,o,e
5196,f,f,o,l
5197,f,f,o,p
5198,n,f,t,e
5199,f,f,o,l
5200,f,f,o,l
5201,f,f,o,l
5202,f,f,o,p
5203,f,f,o,e
5204,f,f,o,l
5205,f,f,o,l
5206,n,f,o,e
5207,n,f,t,e
5208,f,f,o,l
5209,y,f,o,e
5210,f,f,o,p
5211,n,f,t,e
5212,f,f,o,l
5213,y,f,o,e
5214,f,f,o,p
5215,f,f,o,p
5216,n,f,t,p
5217,n,f,t,e
5218,f,f,o,p
5219,y,f,o,e
5220,n,f,t,e
5221,f,f,o,l
5222,n,f,t,e
5223,f,f,o,p
5224,n,f,t,e
5225,n,f,o,e
5226,f,f,o,p
5227,f,f,o,e
5228,f,f,o,e
5229,f,f,o,p
5230,f,f,o,e
5231,n,f,t,e
5232,n,f,o,e
5233,f,f,o,l
5234,n,f,t,e
5235,f,f,o,l
5236,f,f,o,l
5237,f,f,o,p
5238,n,f,o,p
5239,n,f,o,e
5240,n,f,o,e
5241,f,f,o,p
5242,n,f,o,e
5243,f,f,o,l
5244,n,f,t,e
5245,f,f,o,l
5246,y,f,o,e
5247,f,f,o,l
5248,f,f,o,l
5249,n,f,t,p
5250,f,f,o,l
5251,f,f,o,p
5252,f,f,o,p
5253,n,f,t,e
5254,f,f,o,l
5255,f,f,o,p
5256,n,f,t,p
5257,f,f,o,p
5258,n,f,t,e
5259,f,f,o,p
5260,n,f,o,e
5261,f,f,o,p
5262,f,f,o,l
5263,n,f,o,e
5264,f,f,o,p
5265,n,f,t,e
5266,f,f,o,e
5267,y,f,o,e
5268,y,f,o,e
5269,f,f,o,p
5270,n,f,t,e
5271,f,f,o,l
5272,n,f,t,e
5273,f,f,o,p
5274,n,f,o,e
5275,s,f,o,e
5276,f,f,o,p
5277,f,f,o,p
5278,n,f,o,e
5279,n,f,t,p
5280,f,f,o,l
5281,n,f,t,e
5282,n,f,o,p
5283,f,f,o,p
5284,n,f,o,f
5285,n,f,o,f
5286,n,f,t,e
5287,f,f,o,p
5288,y,f,o,e
5289,f,f,o,l
5290,f,f,o,p
5291,f,f,o,p
5292,n,f,t,e
5293,y,f,o,e
5294,f,f,o,l
5295,f,f,o,l
5296,n,f,t,e
5297,f,f,o,p
5298,s,f,o,e
5299,f,f,o,p
5300,n,f,o,e
5301,f,f,o,p
5302,f,f,o,l
5303,n,f,o,f
5304,f,f,o,l
5305,f,f,o,e
5306,s,f,o,e
5307,n,f,t,e
5308,f,f,o,p
5309,n,f,t,e
5310,n,f,t,e
5311,f,f,o,e
5312,n,f,o,e
5313,s,f,o,e
5314,n,f,t,e
5315,f,f,o,p
5316,f,f,o,l
5317,n,f,t,e
5318,n,f,t,p
5319,n,f,o,e
5320,f,f,o,l
5321,f,f,o,p
5322,s,f,o,e
5323,f,f,o,p
5324,f,f,o,p
5325,f,f,o,e
5326,n,f,o,f
5327,s,f,o,e
5328,f,f,o,l
5329,y,f,o,e
5330,f,f,o,p
5331,f,f,o,l
5332,f,f,o,p
5333,n,f,o,e
5334,f,f,o,p
5335,f,f,o,p
5336,n,f,o,e
5337,f,f,o,p
5338,s,f,o,e
5339,n,f,t,p
5340,f,f,o,l
5341,n,f,t,e
5342,n,f,t,p
5343,n,f,o,e
5344,f,f,o,l
5345,n,f,o,e
5346,n,f,o,e
5347,y,f,o,e
5348,f,f,o,p
5349,f,f,o,p
5350,f,f,o,p
5351,f,f,o,p
5352,n,f,o,f
5353,f,f,o,l
5354,f,f,o,p
5355,f,f,o,e
5356,f,f,o,l
5357,f,f,o,p
5358,f,f,o,p
5359,f,f,o,l
5360,f,f,o,l
5361,f,f,o,e
5362,n,f,o,e
5363,n,f,t,e
5364,f,f,o,l
5365,f,f,o,p
5366,y,f,o,e
5367,f,f,o,l
5368,f,f,o,l
5369,f,f,o,p
5370,n,f,t,p
5371,f,f,o,l
5372,n,f,t,e
5373,f,f,o,p
5374,f,f,o,p
5375,f,f,o,p
5376,f,f,o,e
5377,n,f,t,p
5378,f,f,o,p
5379,n,f,t,e
5380,s,f,o,e
5381,f,f,o,l
5382,f,f,o,p
5383,n,f,t,e
5384,f,f,o,p
5385,n,f,o,e
5386,n,f,t,e
5387,n,f,o,e
5388,n,f,t,e
5389,f,f,o,p
5390,n,f,t,e
5391,n,f,t,e
5392,f,f,o,p
5393,n,f,t,e
5394,f,f,o,p
5395,n,f,o,e
5396,f,f,o,p
5397,f,f,o,l
5398,f,f,o,l
5399,n,f,o,e
5400,f,f,o,l
5401,f,f,o,l
5402,n,f,o,e
5403,y,f,o,e
5404,f,f,o,p
5405,f,f,o,e
5406,n,f,t,p
5407,f,f,o,l
5408,f,f,o,p
5409,f,f,o,l
5410,f,f,o,p
5411,f,f,o,p
5412,y,f,o,e
5413,f,f,o,l
5414,n,f,t,e
5415,f,f,o,l
5416,n,f,t,e
5417,n,f,t,e
5418,n,f,t,e
5419,f,f,o,p
5420,f,f,o,l
5421,n,f,t,e
5422,n,f,t,e
5423,f,f,o,l
5424,n,f,t,p
5425,f,f,o,p
5426,f,f,o,p
5427,f,f,o,p
5428,f,f,o,l
5429,f,f,o,p
5430,f,f,o,p
5431,n,f,o,f
5432,f,f,o,l
5433,f,f,o,e
5434,f,f,o,p
5435,n,f,o,e
5436,f,f,o,p
5437,n,f,o,f
5438,f,f,o,l
5439,f,f,o,l
5440,n,f,t,p
5441,y,f,o,e
5442,s,f,o,e
5443,f,f,o,l
5444,n,f,t,e
5445,f,f,o,p
5446,f,f,o,p
5447,y,f,o,e
5448,f,f,o,p
5449,y,f,o,e
5450,f,f,o,p
5451,f,f,o,p
5452,f,f,o,p
5453,f,f,o,l
5454,f,f,o,l
5455,f,f,o,l
5456,f,f,o,l
5457,f,f,o,p
5458,f,f,o,p
5459,f,f,o,p
5460,f,f,o,l
5461,f,f,o,p
5462,s,f,o,e
5463,f,f,o,p
5464,n,f,t,e
5465,n,f,t,p
5466,y,f,o,e
5467,n,f,t,e
5468,f,f,o,p
5469,f,f,o,p
5470,y,f,o,e
5471,f,f,o,p
5472,y,f,o,e
5473,n,f,t,p
5474,y,f,o,e
5475,f,f,o,l
5476,f,f,o,l
5477,f,f,o,l
5478,n,f,t,p
5479,f,f,o,p
5480,n,f,t,e
5481,f,f,o,p
5482,n,f,t,e
5483,f,f,o,p
5484,y,f,o,e
5485,f,f,o,l
5486,f,f,o,l
5487,f,f,o,l
5488,n,f,t,e
5489,f,f,o,l
5490,s,f,o,e
5491,f,f,o,p
5492,f,f,o,l
5493,n,f,t,e
5494,n,f,t,p
5495,n,f,t,p
5496,f,f,o,l
5497,f,f,o,l
5498,n,f,o,f
5499,f,f,o,p
5500,f,f,o,p
5501,f,f,o,p
5502,y,f,o,e
5503,n,f,t,e
5504,n,f,t,e
5505,n,f,t,e
5506,f,f,o,p
5507,f,f,o,l
5508,y,f,o,e
5509,n,f,o,p
5510,f,f,o,p
5511,f,f,o,p
5512,y,f,o,e
5513,f,f,o,p
5514,s,f,o,e
5515,n,f,t,e
5516,n,f,o,f
5517,f,f,o,l
5518,y,f,o,e
5519,f,f,o,l
5520,s,f,o,e
5521,f,f,o,p
5522,s,f,o,e
5523,n,f,o,e
5524,f,f,o,p
5525,f,f,o,l
5526,n,f,t,e
5527,n,f,t,p
5528,f,f,o,l
5529,n,f,o,f
5530,f,f,o,e
5531,y,f,o,e
5532,f,f,o,p
5533,f,f,o,l
5534,f,f,o,e
5535,n,f,t,e
5536,f,f,o,e
5537,n,f,t,e
5538,n,f,t,e
5539,n,f,t,e
5540,f,f,o,p
5541,n,f,t,e
5542,f,f,o,l
5543,f,f,o,l
5544,f,f,o,l
5545,n,f,t,e
5546,f,f,o,p
5547,n,f,o,e
5548,n,f,o,e
5549,n,f,t,p
5550,y,f,o,e
5551,f,f,o,p
5552,n,f,o,f
5553,f,f,o,p
5554,n,f,o,f
5555,y,f,o,e
5556,f,f,o,p
5557,n,f,t,e
5558,n,f,t,e
5559,s,f,o,e
5560,f,f,o,e
5561,f,f,o,p
5562,f,f,o,l
5563,n,f,t,e
5564,n,f,t,e
5565,f,f,o,p
5566,f,f,o,l
5567,n,f,t,p
5568,f,f,o,l
5569,f,f,o,p
5570,n,f,t,e
5571,n,f,t,e
5572,n,f,t,p
5573,f,f,o,l
5574,y,f,o,e
5575,f,f,o,p
5576,f,f,o,p
5577,s,f,o,e
5578,n,f,t,p
5579,n,f,o,e
5580,f,f,o,e
5581,f,f,o,p
5582,f,f,o,e
5583,n,f,o,e
5584,y,f,o,e
5585,f,f,o,p
5586,y,f,o,e
5587,n,f,o,f
5588,n,f,t,p
5589,n,f,t,e
5590,y,f,o,e
5591,f,f,o,e
5592,f,f,o,p
5593,f,f,o,l
5594,n,f,t,p
5595,s,f,o,e
5596,s,f,o,e
5597,n,f,t,e
5598,f,f,o,p
5599,n,f,o,e
5600,n,f,o,f
5601,y,f,o,e
5602,n,f,o,e
5603,f,f,o,e
5604,s,f,o,e
5605,n,f,t,e
5606,n,f,t,p
5607,f,f,o,e
5608,f,f,o,l
5609,n,f,o,e
5610,f,f,o,p
5611,n,f,t,p
5612,f,f,o,l
5613,n,f,t,e
5614,f,f,o,l
5615,s,f,o,e
5616,y,f,o,e
5617,f,f,o,l
5618,n,f,t,p
5619,f,f,o,p
5620,n,f,t,e
5621,n,f,o,e
5622,f,f,o,p
5623,n,f,t,e
5624,n,f,t,e
5625,n,f,t,e
5626,f,f,o,l
5627,f,f,o,p
5628,f,f,o,l
5629,n,f,t,e
5630,f,f,o,p
5631,n,f,o,e
5632,f,f,o,l
5633,f,f,o,l
5634,n,f,t,p
5635,y,f,o,e
5636,f,f,o,l
5637,f,f,o,l
5638,n,f,t,p
5639,n,f,t,e
5640,f,f,o,l
5641,n,f,t,e
5642,n,f,o,e
5643,f,f,o,l
5644,f,f,o,l
5645,y,f,o,e
5646,n,f,t,e
5647,f,f,o,p
5648,f,f,o,p
5649,f,f,o,l
5650,n,f,t,e
5651,f,f,o,l
5652,f,f,o,l
5653,n,f,t,e
5654,n,f,t,e
5655,f,f,o,l
5656,f,f,o,p
5657,f,f,o,l
5658,f,f,o,p
5659,f,f,o,p
5660,n,f,o,e
5661,f,f,o,p
5662,n,f,t,e
5663,f,f,o,l
5664,f,f,o,p
5665,n,f,o,e
5666,f,f,o,l
5667,n,f,o,e
5668,f,f,o,l
5669,y,f,o,e
5670,n,f,t,e
5671,f,f,o,p
5672,f,f,o,l
5673,f,f,o,l
5674,y,f,o,e
5675,n,f,o,f
5676,f,f,o,l
5677,f,f,o,p
5678,f,f,o,p
5679,f,f,o,p
5680,n,f,t,e
5681,n,f,o,e
5682,n,f,o,f
5683,y,f,o,e
5684,n,f,t,e
5685,f,f,o,p
5686,f,f,o,l
5687,n,f,t,e
5688,n,f,o,e
5689,f,f,o,p
5690,f,f,o,l
5691,y,f,o,e
5692,n,f,t,e
5693,n,f,t,e
5694,f,f,o,l
5695,y,f,o,e
5696,n,f,t,e
5697,f,f,o,l
5698,s,f,o,e
5699,n,f,t,e
5700,f,f,o,l
5701,f,f,o,l
5702,f,f,o,l
5703,n,f,o,e
5704,n,f,t,p
5705,n,f,t,e
5706,f,f,o,p
5707,f,f,o,p
5708,f,f,o,l
5709,f,f,o,p
5710,y,f,o,e
5711,f,f,o,p
5712,n,f,t,e
5713,f,f,o,p
5714,y,f,o,e
5715,n,f,o,f
5716,n,f,t,e
5717,f,f,o,p
5718,n,f,o,p
5719,f,f,o,p
5720,s,f,o,e
5721,n,f,t,e
5722,y,f,o,e
5723,s,f,o,e
5724,f,f,o,p
5725,n,f,t,e
5726,f,f,o,p
5727,n,f,t,p
5728,n,f,o,e
5729,f,f,o,p
5730,f,f,o,p
5731,f,f,o,l
5732,n,f,t,e
5733,n,f,t,e
5734,n,f,o,f
5735,n,f,t,e
5736,f,f,o,p
5737,y,f,o,e
5738,n,f,t,e
5739,n,f,t,p
5740,f,f,o,p
5741,f,f,o,p
5742,n,f,t,e
5743,f,f,o,p
5744,n,f,t,e
5745,n,f,t,p
5746,s,f,o,e
5747,f,f,o,l
5748,f,f,o,p
5749,n,f,o,e
5750,f,f,o,p
5751,f,f,o,p
5752,n,f,t,p
5753,n,f,t,p
5754,f,f,o,p
5755,n,f,t,e
5756,s,f,o,e
5757,f,f,o,l
5758,n,f,t,e
5759,f,f,o,e
5760,f,f,o,p
5761,n,f,t,p
5762,y,f,o,e
5763,f,f,o,p
5764,f,f,o,p
5765,n,f,o,f
5766,f,f,o,p
5767,f,f,o,p
5768,n,f,o,f
5769,s,f,o,e
5770,n,f,t,e
5771,f,f,o,e
5772,y,f,o,e
5773,f,f,o,p
5774,n,f,o,f
5775,n,f,t,p
5776,f,f,o,p
5777,n,f,o,e
5778,n,f,o,f
5779,f,f,o,p
5780,n,f,o,f
5781,y,f,o,e
5782,n,f,t,e
5783,n,f,t,p
5784,n,f,o,e
5785,f,f,o,l
5786,f,f,o,p
5787,f,f,o,l
5788,n,f,t,e
5789,n,f,t,p
5790,n,f,t,p
5791,s,f,o,e
5792,f,f,o,p
5793,f,f,o,l
5794,n,f,t,p
5795,n,f,o,e
5796,f,f,o,l
5797,f,f,o,l
5798,f,f,o,l
5799,f,f,o,p
5800,y,f,o,e
5801,n,f,o,e
5802,f,f,o,e
5803,f,f,o,p
5804,f,f,o,l
5805,n,f,o,e
5806,f,f,o,p
5807,f,f,o,p
5808,n,f,t,e
5809,f,f,o,p
5810,f,f,o,l
5811,f,f,o,e
5812,f,f,o,p
5813,f,f,o,p
5814,f,f,o,l
5815,n,f,o,e
5816,s,f,o,e
5817,n,f,t,e
5818,y,f,o,e
5819,f,f,o,p
5820,y,f,o,e
5821,n,f,t,e
5822,f,f,o,l
5823,f,f,o,p
5824,n,f,t,e
5825,f,f,o,l
5826,f,f,o,l
5827,n,f,t,e
5828,f,f,o,p
5829,n,f,t,e
5830,f,f,o,l
5831,f,f,o,p
5832,s,f,o,e
5833,f,f,o,l
5834,n,f,t,p
5835,s,f,o,e
5836,n,f,o,f
5837,n,f,o,f
5838,f,f,o,e
5839,f,f,o,p
5840,n,f,o,f
5841,n,f,t,p
5842,f,f,o,l
5843,f,f,o,p
5844,f,f,o,l
5845,f,f,o,l
5846,f,f,o,l
5847,f,f,o,p
5848,n,f,o,f
5849,f,f,o,p
5850,n,f,t,e
5851,s,f,o,e
5852,f,f,o,p
5853,f,f,o,l
5854,n,f,t,p
5855,f,f,o,e
5856,n,f,t,p
5857,f,f,o,l
5858,f,f,o,l
5859,n,f,t,e
5860,n,f,t,e
5861,f,f,o,e
5862,n,f,t,e
5863,n,f,t,p
5864,n,f,t,e
5865,y,f,o,e
5866,n,f,t,e
5867,f,f,o,p
5868,n,f,t,p
5869,s,f,o,e
5870,y,f,o,e
5871,f,f,o,l
5872,f,f,o,e
5873,s,f,o,e
5874,f,f,o,p
5875,n,f,t,e
5876,n,f,o,f
5877,f,f,o,l
5878,f,f,o,p
5879,s,f,o,e
5880,f,f,o,p
5881,f,f,o,p
5882,f,f,o,l
5883,n,f,t,p
5884,n,f,t,e
5885,y,f,o,e
5886,f,f,o,l
5887,n,f,t,e
5888,f,f,o,p
5889,f,f,o,p
5890,f,f,o,p
5891,f,f,o,l
5892,f,f,o,e
5893,f,f,o,p
5894,n,f,t,e
5895,n,f,t,e
5896,n,f,o,f
5897,f,f,o,p
5898,f,f,o,p
5899,n,f,t,e
5900,f,f,o,l
5901,s,f,o,e
5902,n,f,t,p
5903,f,f,o,l
5904,n,f,o,e
5905,f,f,o,l
5906,f,f,o,p
5907,n,f,t,e
5908,n,f,t,e
5909,f,f,o,p
5910,f,f,o,l
5911,f,f,o,p
5912,f,f,o,l
5913,f,f,o,p
5914,n,f,t,e
5915,n,f,t,e
5916,f,f,o,l
5917,n,f,t,e
5918,n,f,t,e
5919,f,f,o,p
5920,f,f,o,p
5921,f,f,o,l
5922,f,f,o,p
5923,f,f,o,p
5924,f,f,o,l
5925,f,f,o,l
5926,f,f,o,l
5927,f,f,o,l
5928,n,f,t,p
5929,f,f,o,e
5930,n,f,t,p
5931,n,f,t,e
5932,y,f,o,e
5933,y,f,o,e
5934,f,f,o,e
5935,f,f,o,p
5936,n,f,o,e
5937,f,f,o,p
5938,n,f,t,e
5939,n,f,t,e
5940,n,f,t,e
5941,n,f,t,p
5942,f,f,o,p
5943,f,f,o,p
5944,f,f,o,l
5945,s,f,o,e
5946,n,f,t,p
5947,f,f,o,p
5948,n,f,t,p
5949,n,f,o,f
5950,n,f,o,e
5951,f,f,o,l
5952,f,f,o,p
5953,f,f,o,l
5954,n,f,t,e
5955,f,f,o,l
5956,n,f,o,e
5957,s,f,o,e
5958,f,f,o,l
5959,f,f,o,l
5960,f,f,o,p
5961,f,f,o,e
5962,n,f,t,e
5963,n,f,o,e
5964,n,f,t,p
5965,n,f,o,e
5966,f,f,o,l
5967,s,f,o,e
5968,f,f,o,l
5969,f,f,o,l
5970,f,f,o,p
5971,n,f,o,f
5972,y,f,o,e
5973,n,f,t,p
5974,y,f,o,e
5975,f,f,o,p
5976,f,f,o,p
5977,n,f,t,e
5978,f,f,o,p
5979,n,f,o,e
5980,f,f,o,l
5981,n,f,o,f
5982,f,f,o,p
5983,n,f,t,p
5984,f,f,o,l
5985,f,f,o,p
5986,f,f,o,e
5987,f,f,o,l
5988,f,f,o,p
5989,f,f,o,p
5990,s,f,o,e
5991,f,f,o,l
5992,f,f,o,e
5993,n,f,t,p
5994,f,f,o,l
5995,y,f,o,e
5996,f,f,o,e
5997,n,f,t,e
5998,n,f,o,f
5999,f,f,o,p
6000,f,f,o,l
6001,f,f,o,e
6002,s,f,o,e
6003,f,f,o,e
6004,f,f,o,e
6005,f,f,o,e
6006,s,f,o,e
6007,y,f,o,e
6008,y,f,o,e
6009,s,f,o,e
6010,f,f,o,e
6011,f,f,o,e
6012,s,f,o,e
6013,s,f,o,e
6014,f,f,o,e
6015,y,f,o,e
6016,f,f,o,e
6017,y,f,o,e
6018,f,f,o,e
6019,s,f,o,e
6020,y,f,o,e
6021,f,f,o,e
6022,y,f,o,e
6023,s,f,o,e
6024,y,f,o,e
6025,y,f,o,e
6026,s,f,o,e
6027,y,f,o,e
6028,y,f,o,e
6029,s,f,o,e
6030,y,f,o,e
6031,s,f,o,e
6032,s,f,o,e
6033,s,f,o,e
6034,f,f,o,e
6035,s,f,o,e
6036,s,f,o,e
6037,f,f,o,e
6038,y,f,o,e
6039,n,a,o,p
6040,y,f,o,e
6041,n,a,o,p
6042,y,f,o,e
6043,s,f,o,e
6044,y,f,o,e
6045,y,f,o,e
6046,y,f,o,e
6047,f,f,o,e
6048,s,f,o,e
6049,y,f,o,e
6050,f,f,o,e
6051,s,f,o,e
6052,f,f,o,e
6053,s,f,o,e
6054,y,f,o,e
6055,f,f,o,e
6056,y,f,o,e
6057,f,f,o,e
6058,y,f,o,e
6059,f,f,o,e
6060,s,f,o,e
6061,f,f,o,e
6062,f,f,o,e
6063,s,f,o,e
6064,f,f,o,e
6065,s,f,o,e
6066,s,f,o,e
6067,f,f,o,e
6068,s,f,o,e
6069,n,f,t,p
6070,y,f,o,e
6071,f,f,o,e
6072,f,f,o,e
6073,s,f,o,e
6074,s,f,o,e
6075,s,f,o,e
6076,f,f,o,e
6077,y,f,o,e
6078,f,f,o,e
6079,s,f,o,e
6080,s,f,o,e
6081,y,f,o,e
6082,y,f,o,e
6083,s,f,o,e
6084,s,f,o,e
6085,y,f,o,e
6086,s,f,o,e
6087,y,f,o,e
6088,s,f,o,e
6089,y,f,o,e
6090,s,f,o,e
6091,f,f,o,e
6092,y,f,o,e
6093,f,f,o,e
6094,f,f,o,e
6095,y,f,o,e
6096,f,f,o,e
6097,f,f,o,e
6098,y,f,o,e
6099,y,f,o,e
6100,f,f,o,e
6101,f,f,o,e
6102,s,f,o,e
6103,f,f,o,e
6104,s,f,o,e
6105,y,f,o,e
6106,y,f,o,e
6107,s,f,o,e
6108,y,f,o,e
6109,s,f,o,e
6110,f,f,o,e
6111,y,f,o,e
6112,s,f,o,e
6113,f,f,o,e
6114,f,f,o,e
6115,f,f,o,e
6116,s,f,o,e
6117,s,f,o,e
6118,f,f,o,e
6119,f,f,o,e
6120,s,f,o,e
6121,n,f,t,p
6122,y,f,o,e
6123,y,f,o,e
6124,y,f,o,e
6125,s,f,o,e
6126,y,f,o,e
6127,s,f,o,e
6128,f,f,o,e
6129,f,f,o,e
6130,y,f,o,e
6131,f,f,o,e
6132,f,f,o,e
6133,y,f,o,e
6134,y,f,o,e
6135,s,f,o,e
6136,f,f,o,e
6137,s,f,o,e
6138,y,f,o,e
6139,y,f,o,e
6140,f,f,o,e
6141,s,f,o,e
6142,y,f,o,e
6143,n,f,t,p
6144,s,f,o,e
6145,f,f,o,e
6146,s,f,o,e
6147,y,f,o,e
6148,n,f,t,p
6149,s,f,o,e
6150,s,f,o,e
6151,s,f,o,e
6152,f,f,o,e
6153,f,f,o,e
6154,f,f,o,e
6155,s,f,o,e
6156,y,f,o,e
6157,f,f,o,e
6158,f,f,o,e
6159,f,f,o,e
6160,s,f,o,e
6161,f,f,o,e
6162,s,f,o,e
6163,s,f,o,e
6164,s,f,o,e
6165,y,f,o,e
6166,y,f,o,e
6167,f,f,o,e
6168,y,f,o,e
6169,y,f,o,e
6170,y,f,o,e
6171,y,f,o,e
6172,f,f,o,e
6173,f,f,o,e
6174,f,f,o,e
6175,f,f,o,e
6176,f,f,o,e
6177,f,f,o,e
6178,f,f,o,e
6179,s,f,o,e
6180,y,f,o,e
6181,f,f,o,e
6182,s,f,o,e
6183,f,f,o,e
6184,s,f,o,e
6185,s,f,o,e
6186,y,f,o,e
6187,f,f,o,e
6188,s,f,o,e
6189,s,f,o,e
6190,s,f,o,e
6191,s,f,o,e
6192,f,f,o,e
6193,f,f,o,e
6194,f,f,o,e
6195,n,f,t,p
6196,s,f,o,e
6197,s,f,o,e
6198,s,f,o,e
6199,y,f,o,e
6200,y,f,o,e
6201,f,f,o,e
6202,f,f,o,e
6203,f,f,o,e
6204,n,f,t,p
6205,s,f,o,e
6206,f,f,o,e
6207,y,f,o,e
6208,s,f,o,e
6209,y,f,o,e
6210,y,f,o,e
6211,f,f,o,e
6212,y,f,o,e
6213,f,f,o,e
6214,s,f,o,e
6215,n,f,t,p
6216,s,f,o,e
6217,f,f,o,e
6218,f,f,o,e
6219,s,f,o,e
6220,n,f,t,p
6221,s,f,o,e
6222,y,f,o,e
6223,f,f,o,e
6224,s,f,o,e
6225,f,f,o,e
6226,y,f,o,e
6227,s,f,o,e
6228,f,f,o,e
6229,s,f,o,e
6230,y,f,o,e
6231,y,f,o,e
6232,y,f,o,e
6233,y,f,o,e
6234,y,f,o,e
6235,f,f,o,e
6236,f,f,o,e
6237,f,f,o,e
6238,s,f,o,e
6239,y,f,o,e
6240,y,f,o,e
6241,s,f,o,e
6242,f,f,o,e
6243,f,f,o,e
6244,y,f,o,e
6245,y,f,o,e
6246,f,f,o,e
6247,s,f,o,e
6248,s,f,o,e
6249,f,f,o,e
6250,y,f,o,e
6251,s,f,o,e
6252,s,f,o,e
6253,f,f,o,e
6254,s,f,o,e
6255,s,f,o,e
6256,y,f,o,e
6257,y,f,o,e
6258,s,f,o,e
6259,s,f,o,e
6260,y,f,o,e
6261,f,f,o,e
6262,n,f,t,p
6263,y,f,o,e
6264,s,f,o,e
6265,y,f,o,e
6266,s,f,o,e
6267,s,f,o,e
6268,y,f,o,e
6269,s,f,o,e
6270,y,f,o,e
6271,f,f,o,e
6272,s,f,o,e
6273,s,f,o,e
6274,f,f,o,e
6275,s,f,o,e
6276,y,f,o,e
6277,s,f,o,e
6278,f,f,o,e
6279,f,f,o,e
6280,n,f,t,p
6281,s,f,o,e
6282,y,f,o,e
6283,f,f,o,e
6284,f,f,o,e
6285,y,f,o,e
6286,s,f,o,e
6287,f,f,o,e
6288,f,f,o,e
6289,f,f,o,e
6290,s,f,o,e
6291,y,f,o,e
6292,s,f,o,e
6293,s,f,o,e
6294,s,f,o,e
6295,y,f,o,e
6296,f,f,o,e
6297,f,f,o,e
6298,f,f,o,e
6299,y,f,o,e
6300,y,f,o,e
6301,s,f,o,e
6302,y,f,o,e
6303,f,f,o,e
6304,s,f,o,e
6305,s,f,o,e
6306,f,f,o,e
6307,f,f,o,e
6308,f,f,o,e
6309,y,f,o,e
6310,f,f,o,e
6311,f,f,o,e
6312,f,f,o,e
6313,f,f,o,e
6314,s,f,o,e
6315,f,f,o,e
6316,y,f,o,e
6317,f,f,o,e
6318,y,f,o,e
6319,f,f,o,e
6320,y,f,o,e
6321,f,f,o,e
6322,y,f,o,e
6323,f,f,o,e
6324,s,f,o,e
6325,s,f,o,e
6326,y,f,o,e
6327,s,f,o,e
6328,y,f,o,e
6329,f,f,o,e
6330,f,f,o,e
6331,f,f,o,e
6332,n,f,t,p
6333,f,f,o,e
6334,f,f,o,e
6335,s,f,o,e
6336,s,f,o,e
6337,f,f,o,e
6338,y,f,o,e
6339,s,f,o,e
6340,f,f,o,e
6341,f,f,o,e
6342,f,f,o,e
6343,f,f,o,e
6344,y,f,o,e
6345,f,f,o,e
6346,f,f,o,e
6347,f,f,o,e
6348,s,f,o,e
6349,f,f,o,e
6350,f,f,o,e
6351,f,f,o,e
6352,f,f,o,e
6353,s,f,o,e
6354,y,f,o,e
6355,y,f,o,e
6356,y,f,o,e
6357,f,f,o,e
6358,y,f,o,e
6359,y,f,o,e
6360,f,f,o,e
6361,f,f,o,e
6362,y,f,o,e
6363,f,f,o,e
6364,s,f,o,e
6365,y,f,o,e
6366,f,f,o,e
6367,n,f,t,p
6368,f,f,o,e
6369,f,f,o,e
6370,y,f,o,e
6371,f,f,o,e
6372,y,f,o,e
6373,f,f,o,e
6374,f,f,o,e
6375,y,f,o,e
6376,n,a,o,p
6377,f,f,o,e
6378,s,f,o,e
6379,y,f,o,e
6380,s,f,o,e
6381,s,f,o,e
6382,f,f,o,e
6383,s,f,o,e
6384,s,f,o,e
6385,y,f,o,e
6386,f,f,o,e
6387,s,f,o,e
6388,f,f,o,e
6389,y,f,o,e
6390,s,f,o,e
6391,y,f,o,e
6392,s,f,o,e
6393,f,f,o,e
6394,y,f,o,e
6395,y,f,o,e
6396,f,f,o,e
6397,n,f,t,p
6398,y,f,o,e
6399,f,f,o,e
6400,y,f,o,e
6401,s,f,o,e
6402,s,f,o,e
6403,f,f,o,e
6404,n,f,t,p
6405,s,f,o,e
6406,s,f,o,e
6407,n,f,t,p
6408,y,f,o,e
6409,s,f,o,e
6410,f,f,o,e
6411,s,f,o,e
6412,f,f,o,e
6413,s,f,o,e
6414,s,f,o,e
6415,s,f,o,e
6416,m,f,n,n
6417,y,f,o,e
6418,y,f,o,e
6419,s,f,o,e
6420,y,f,o,e
6421,f,f,o,e
6422,s,f,o,e
6423,f,f,o,e
6424,s,f,o,e
6425,n,a,o,p
6426,s,f,o,e
6427,s,f,o,e
6428,s,f,o,e
6429,f,f,o,e
6430,y,f,o,e
6431,f,f,o,e
6432,s,f,o,e
6433,y,f,o,e
6434,f,f,o,e
6435,n,a,o,p
6436,s,f,o,e
6437,f,f,o,e
6438,f,f,o,e
6439,y,f,o,e
