id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
631,f,f,n,f,w,s,p,o,e,s
632,b,y,a,f,c,s,p,o,p,n
633,x,f,n,f,c,s,p,o,p,v
634,x,y,l,f,c,y,p,o,p,s
635,x,y,a,f,c,y,p,o,p,s
636,b,y,a,f,c,s,p,o,p,s
637,f,y,a,f,c,y,p,o,p,s
638,x,y,l,f,c,s,p,o,p,n
639,x,s,n,f,w,s,p,o,e,s
640,x,y,a,f,c,s,p,o,p,s
641,b,y,l,f,c,s,p,o,p,n
642,x,y,a,f,c,y,p,o,p,y
643,f,y,l,f,c,y,p,o,p,s
644,f,y,a,f,c,y,p,o,p,y
645,f,y,l,f,c,y,p,o,p,s
646,x,s,l,f,w,s,p,o,p,v
647,b,y,a,f,c,s,p,o,p,s
648,b,s,l,f,c,s,p,o,p,n
649,x,y,a,f,c,s,p,o,p,s
650,f,f,l,f,w,s,p,o,p,v
651,x,s,a,f,c,s,p,o,p,s
652,b,s,l,f,c,s,p,o,p,n
653,f,y,a,f,c,y,p,o,p,y
654,x,y,p,f,c,s,p,o,p,s
655,x,y,p,f,c,s,p,o,p,v
656,x,s,l,f,c,s,p,o,p,s
657,f,f,n,f,w,s,p,o,e,s
658,b,s,a,f,c,s,p,o,p,n
659,x,y,l,f,c,y,p,o,p,y
660,f,f,n,f,c,s,p,o,p,y
661,b,s,a,f,c,s,p,o,p,s
662,x,s,l,f,c,s,p,o,p,s
663,x,y,p,f,c,s,p,o,p,s
664,x,s,p,f,c,s,p,o,p,s
665,b,s,l,f,c,s,p,o,p,s
666,b,s,a,f,c,s,p,o,p,n
667,f,y,a,f,c,y,p,o,p,s
668,x,y,l,f,c,y,p,o,p,y
669,f,y,l,f,c,y,p,o,p,y
670,x,y,a,f,c,s,p,o,p,n
671,x,s,a,f,c,s,p,o,p,s
672,f,f,n,f,c,s,p,o,p,v
673,f,f,n,f,w,s,p,o,e,a
674,x,f,l,f,w,s,p,o,p,v
675,f,y,l,f,c,y,p,o,p,s
676,f,f,n,f,c,s,p,o,p,y
677,f,f,n,f,c,s,p,o,p,v
678,x,y,l,f,c,y,p,o,p,y
679,x,y,l,f,c,y,p,o,p,y
680,b,s,a,f,c,s,p,o,p,s
681,x,s,l,f,w,s,p,o,p,v
682,x,y,a,f,c,s,p,o,p,n
683,x,f,a,f,w,s,p,o,p,v
684,b,s,a,f,c,s,p,o,p,n
685,x,f,n,f,c,s,p,o,p,v
686,x,y,a,f,c,s,p,o,p,n
687,f,f,n,f,c,s,p,o,p,v
688,b,y,a,f,c,s,p,o,p,s
689,x,y,l,f,c,s,p,o,p,n
690,x,s,a,f,c,s,p,o,p,s
691,b,s,a,f,c,s,p,o,p,s
692,b,y,l,f,c,s,p,o,p,s
693,x,y,a,f,c,y,p,o,p,s
694,f,s,n,f,w,s,p,o,e,a
695,x,y,p,f,c,s,p,o,p,s
696,b,y,a,f,c,s,p,o,p,s
697,b,s,a,f,c,s,p,o,p,s
698,x,y,p,f,c,s,p,o,p,v
699,x,s,p,f,c,s,p,o,p,v
700,f,s,n,f,w,s,p,o,e,a
701,x,s,p,f,c,s,p,o,p,s
702,f,f,n,f,w,f,p,o,e,a
703,x,y,l,f,c,y,p,o,p,s
704,b,y,l,f,c,s,p,o,p,n
705,f,y,l,f,c,y,p,o,p,s
706,f,y,l,f,c,y,p,o,p,y
707,b,y,l,f,c,s,p,o,p,n
708,s,f,n,f,c,s,p,o,p,y
709,x,s,a,f,c,s,p,o,p,n
710,b,y,a,f,c,s,p,o,p,n
711,f,y,a,f,c,y,p,o,p,s
712,f,s,n,f,w,f,p,o,e,a
713,x,s,l,f,c,s,p,o,p,s
714,b,y,l,f,c,s,p,o,p,n
715,b,y,l,f,c,s,p,o,p,s
716,b,y,a,f,c,s,p,o,p,s
717,b,s,l,f,c,s,p,o,p,s
718,x,y,a,f,c,y,p,o,p,s
719,x,y,a,f,c,y,p,o,p,s
720,s,f,n,f,c,s,p,o,p,v
721,f,y,a,f,c,y,p,o,p,s
722,x,s,a,f,c,s,p,o,p,n
723,f,s,l,f,w,s,p,o,p,v
724,x,s,n,f,w,s,p,o,e,a
725,f,y,a,f,c,y,p,o,p,s
726,x,y,p,f,c,s,p,o,p,v
727,x,s,l,f,c,s,p,o,p,n
728,x,f,n,f,w,s,p,o,e,s
729,b,s,a,f,c,s,p,o,p,s
730,x,y,l,f,c,s,p,o,p,s
731,f,y,l,f,c,y,p,o,p,y
732,x,f,n,f,w,s,p,o,e,s
733,x,s,p,f,c,s,p,o,p,s
734,x,y,p,f,c,s,p,o,p,s
735,x,y,l,f,c,s,p,o,p,n
736,b,y,a,f,c,s,p,o,p,s
737,x,f,a,f,w,s,p,o,p,v
738,x,y,p,f,c,s,p,o,p,s
739,x,s,l,f,c,s,p,o,p,s
740,x,f,n,f,c,s,p,o,p,v
741,x,f,n,f,c,s,p,o,p,v
742,b,s,a,f,c,s,p,o,p,s
743,x,y,a,f,c,y,p,o,p,s
744,b,y,a,f,c,s,p,o,p,n
745,f,y,l,f,c,y,p,o,p,s
746,x,y,l,f,c,s,p,o,p,n
747,b,y,l,f,c,s,p,o,p,s
748,b,y,a,f,c,s,p,o,p,s
749,x,s,p,f,c,s,p,o,p,v
750,f,s,a,f,w,s,p,o,p,v
751,x,y,a,f,c,y,p,o,p,s
752,b,s,l,f,c,s,p,o,p,n
753,f,s,a,f,w,s,p,o,p,v
754,b,y,l,f,c,s,p,o,p,s
755,b,y,a,f,c,s,p,o,p,n
756,b,s,a,f,c,s,p,o,p,n
757,f,y,l,f,c,y,p,o,p,y
758,x,s,n,f,w,f,p,o,e,a
759,b,y,a,f,c,s,p,o,p,n
760,x,y,a,f,c,y,p,o,p,y
761,b,s,l,f,c,s,p,o,p,n
762,f,y,l,f,c,y,p,o,p,y
763,x,s,l,f,c,s,p,o,p,n
764,x,f,n,f,c,s,p,o,p,v
765,x,y,l,f,c,y,p,o,p,s
766,f,f,n,f,w,f,p,o,e,a
767,x,s,l,f,w,s,p,o,p,v
768,f,f,n,f,c,s,p,o,p,y
769,b,y,a,f,c,s,p,o,p,s
770,b,s,a,f,c,s,p,o,p,n
771,x,s,a,f,c,s,p,o,p,n
772,b,s,l,f,c,s,p,o,p,s
773,x,y,a,f,c,s,p,o,p,n
774,x,s,a,f,w,s,p,o,p,v
775,f,f,n,f,w,s,p,o,e,a
776,x,y,a,f,c,y,p,o,p,s
777,x,y,p,f,c,s,p,o,p,s
778,x,y,a,f,c,y,p,o,p,y
779,x,s,l,f,c,s,p,o,p,n
780,b,y,l,f,c,s,p,o,p,n
781,x,y,a,f,c,s,p,o,p,s
782,s,f,n,f,c,s,p,o,p,y
783,b,y,l,f,c,s,p,o,p,s
784,x,s,l,f,c,s,p,o,p,s
785,x,s,a,f,c,s,p,o,p,n
786,x,s,p,f,c,s,p,o,p,v
787,x,f,n,f,c,s,p,o,p,v
788,x,y,l,f,c,s,p,o,p,n
789,x,y,p,f,c,s,p,o,p,s
790,x,y,l,f,c,y,p,o,p,y
791,b,y,l,f,c,s,p,o,p,s
792,f,y,l,f,c,y,p,o,p,y
793,x,y,a,f,c,s,p,o,p,n
794,x,s,a,f,c,s,p,o,p,n
795,x,y,p,f,c,s,p,o,p,v
796,x,y,p,f,c,s,p,o,p,s
797,b,y,l,f,c,s,p,o,p,n
798,x,s,n,f,w,s,p,o,e,s
799,x,s,p,f,c,s,p,o,p,v
800,x,y,l,f,c,y,p,o,p,s
801,b,s,a,f,c,s,p,o,p,n
802,x,y,a,f,c,s,p,o,p,n
803,x,s,p,f,c,s,p,o,p,v
804,b,y,l,f,c,s,p,o,p,n
805,b,y,a,f,c,s,p,o,p,n
806,f,y,l,f,c,y,p,o,p,s
807,b,y,a,f,c,s,p,o,p,s
808,x,y,a,f,c,y,p,o,p,y
809,b,s,l,f,c,s,p,o,p,s
810,x,s,l,f,w,s,p,o,p,v
811,b,s,a,f,c,s,p,o,p,n
812,b,s,a,f,c,s,p,o,p,n
813,x,y,p,f,c,s,p,o,p,v
814,x,y,p,f,c,s,p,o,p,v
815,x,s,p,f,c,s,p,o,p,v
816,x,s,a,f,c,s,p,o,p,s
817,x,y,a,f,c,y,p,o,p,y
818,x,y,a,f,c,y,p,o,p,y
819,x,s,a,f,w,s,p,o,p,v
820,b,y,l,f,c,s,p,o,p,n
821,b,s,l,f,c,s,p,o,p,n
822,x,f,n,f,c,s,p,o,p,v
823,b,s,a,f,c,s,p,o,p,s
824,x,s,l,f,c,s,p,o,p,s
825,x,y,a,f,c,y,p,o,p,s
826,x,y,l,f,c,s,p,o,p,s
827,f,f,l,f,w,s,p,o,p,v
828,f,f,a,f,w,s,p,o,p,v
829,x,s,l,f,c,s,p,o,p,s
830,f,s,l,f,w,s,p,o,p,v
831,s,f,n,f,c,s,p,o,p,v
832,f,f,a,f,w,s,p,o,p,v
833,x,y,l,f,c,y,p,o,p,y
834,x,y,l,f,c,y,p,o,p,s
835,x,y,l,f,c,y,p,o,p,y
836,x,s,p,f,c,s,p,o,p,v
837,x,s,l,f,c,s,p,o,p,s
838,x,y,p,f,c,s,p,o,p,s
839,x,y,a,f,c,s,p,o,p,s
840,x,y,a,f,c,s,p,o,p,s
841,f,s,a,f,w,s,p,o,p,v
842,x,y,p,f,c,s,p,o,p,v
843,b,s,a,f,c,s,p,o,p,s
844,s,f,n,f,c,s,p,o,p,y
845,x,s,a,f,c,s,p,o,p,n
846,x,f,n,f,w,f,p,o,e,s
847,x,y,a,f,c,s,p,o,p,s
848,b,y,l,f,c,s,p,o,p,s
849,b,s,l,f,c,s,p,o,p,n
850,x,s,l,f,w,s,p,o,p,v
851,b,s,l,f,c,s,p,o,p,s
852,f,y,a,f,c,y,p,o,p,s
853,s,f,n,f,c,s,p,o,p,y
854,x,f,n,f,w,s,p,o,e,a
855,s,f,n,f,c,s,p,o,p,v
856,f,y,l,f,c,y,p,o,p,s
857,f,s,l,f,w,s,p,o,p,v
858,b,s,a,f,c,s,p,o,p,s
859,b,s,a,f,c,s,p,o,p,n
860,x,s,p,f,c,s,p,o,p,v
861,f,y,l,f,c,y,p,o,p,y
862,x,s,a,f,c,s,p,o,p,s
863,f,y,a,f,c,y,p,o,p,s
864,x,y,a,f,c,s,p,o,p,n
865,x,y,a,f,c,s,p,o,p,s
866,x,y,l,f,c,s,p,o,p,s
867,f,f,n,f,c,s,p,o,p,v
868,f,y,l,f,c,y,p,o,p,y
869,x,f,n,f,c,s,p,o,p,y
870,x,s,l,f,c,s,p,o,p,n
871,f,y,a,f,c,y,p,o,p,y
872,x,s,l,f,c,s,p,o,p,n
873,x,y,a,f,c,s,p,o,p,s
874,x,f,n,f,c,s,p,o,p,v
875,x,s,a,f,c,s,p,o,p,s
876,x,y,l,f,c,y,p,o,p,s
877,x,y,a,f,c,s,p,o,p,n
878,x,s,l,f,c,s,p,o,p,n
879,f,y,l,f,c,y,p,o,p,y
880,b,s,l,f,c,s,p,o,p,n
881,f,f,a,f,w,s,p,o,p,v
882,f,s,n,f,w,f,p,o,e,s
883,x,y,a,f,c,s,p,o,p,n
884,x,y,l,f,c,s,p,o,p,n
885,f,y,l,f,c,y,p,o,p,s
886,x,s,a,f,w,s,p,o,p,v
887,x,s,a,f,c,s,p,o,p,s
888,f,y,a,f,c,y,p,o,p,y
889,x,y,a,f,c,y,p,o,p,y
890,x,s,l,f,c,s,p,o,p,n
891,x,f,n,f,c,s,p,o,p,y
892,f,y,l,f,c,y,p,o,p,y
893,x,s,a,f,c,s,p,o,p,n
894,b,s,a,f,c,s,p,o,p,s
895,x,s,l,f,c,s,p,o,p,s
896,x,y,l,f,c,y,p,o,p,s
897,b,y,a,f,c,s,p,o,p,n
898,x,s,l,f,c,s,p,o,p,n
899,x,y,l,f,c,s,p,o,p,s
900,x,s,l,f,c,s,p,o,p,s
901,f,y,l,f,c,y,p,o,p,y
902,x,f,n,f,w,f,p,o,e,a
903,x,s,n,f,w,f,p,o,e,s
904,x,s,n,f,w,s,p,o,e,s
905,x,s,l,f,c,s,p,o,p,n
906,f,f,n,f,w,s,p,o,e,s
907,f,s,p,f,c,s,p,o,p,s
908,x,f,n,f,w,f,p,o,e,s
909,f,y,p,f,c,s,p,o,p,v
910,x,s,p,f,c,s,p,o,p,v
911,b,s,l,f,c,s,p,o,p,n
912,x,f,n,f,w,f,p,o,e,a
913,x,s,l,f,c,s,p,o,p,n
914,f,f,n,f,w,s,p,o,e,a
915,x,s,n,f,w,s,p,o,e,s
916,x,s,a,f,c,s,p,o,p,n
917,x,s,l,f,c,s,p,o,p,s
918,x,y,n,f,c,s,p,o,p,y
919,f,f,n,f,w,f,p,o,e,a
920,x,s,n,f,w,f,p,o,e,s
921,f,f,n,f,w,s,p,o,e,a
922,x,s,n,f,w,f,p,o,e,a
923,x,y,l,f,c,s,p,o,p,n
924,x,s,l,f,w,s,p,o,p,v
925,f,f,n,f,w,s,p,o,e,s
926,x,s,n,f,w,s,p,o,e,a
927,x,s,n,f,w,s,p,o,e,a
928,x,y,p,f,c,s,p,o,p,s
929,x,f,n,f,c,s,p,o,p,y
930,b,s,a,f,c,s,p,o,p,n
931,x,s,n,f,w,s,p,o,e,a
932,f,f,n,f,w,f,p,o,e,s
933,f,s,p,f,c,s,p,o,p,v
934,x,s,l,f,c,s,p,o,p,s
935,x,f,n,f,c,s,p,o,p,y
936,f,s,n,f,w,f,p,o,e,s
937,x,y,a,f,c,s,p,o,p,n
938,x,f,n,f,w,s,p,o,e,s
939,f,s,n,f,w,s,p,o,e,a
940,x,y,n,f,c,s,p,o,p,y
941,b,y,a,f,c,s,p,o,p,n
942,x,f,n,f,w,f,p,o,e,s
943,x,s,p,f,c,s,p,o,p,s
944,x,f,n,f,w,s,p,o,e,s
945,f,f,n,f,c,s,p,o,p,v
946,f,f,n,f,w,f,p,o,e,a
947,f,f,n,f,w,f,p,o,e,s
948,b,y,l,f,c,s,p,o,p,s
949,f,f,n,f,w,s,p,o,e,a
950,f,y,p,f,c,s,p,o,p,v
951,x,y,p,f,c,s,p,o,p,s
952,b,s,l,f,c,s,p,o,p,s
953,f,s,n,f,w,f,p,o,e,a
954,x,f,n,f,w,f,p,o,e,a
955,f,f,n,f,w,s,p,o,e,s
956,b,s,l,f,c,s,p,o,p,s
957,x,s,p,f,c,s,p,o,p,v
958,x,y,n,f,c,s,p,o,p,v
959,f,f,l,f,w,s,p,o,p,v
960,x,y,l,f,c,s,p,o,p,n
961,x,f,n,f,w,f,p,o,e,a
962,f,f,n,f,w,s,p,o,e,a
963,x,f,n,f,c,s,p,o,p,v
964,x,f,n,f,c,s,p,o,p,y
965,f,s,n,f,w,f,p,o,e,s
966,f,s,n,f,w,s,p,o,e,s
967,f,s,p,f,c,s,p,o,p,s
968,x,f,n,f,c,s,p,o,p,y
969,x,s,n,f,w,f,p,o,e,s
970,x,f,n,f,w,f,p,o,e,s
971,f,f,n,f,w,s,p,o,e,s
972,x,f,n,f,c,s,p,o,p,v
973,f,f,n,f,c,s,p,o,p,v
974,x,f,n,f,w,f,p,o,e,s
975,f,f,n,f,c,s,p,o,p,y
976,x,s,n,f,w,f,p,o,e,s
977,b,y,l,f,c,s,p,o,p,n
978,x,f,n,f,c,s,p,o,p,y
979,x,y,l,f,c,s,p,o,p,s
980,f,f,n,f,w,f,p,o,e,a
981,f,f,n,f,c,s,p,o,p,y
982,x,s,l,f,c,s,p,o,p,s
983,f,f,n,f,w,s,p,o,e,s
984,x,f,n,f,w,s,p,o,e,s
985,x,s,p,f,c,s,p,o,p,s
986,x,f,n,f,w,f,p,o,e,s
987,f,f,n,f,w,s,p,o,e,a
988,x,s,n,f,w,f,p,o,e,a
989,x,s,n,f,w,f,p,o,e,a
990,x,y,l,f,c,s,p,o,p,n
991,x,s,l,f,c,s,p,o,p,n
992,x,s,n,f,w,f,p,o,e,a
993,x,s,n,f,w,s,p,o,e,s
994,f,f,n,f,c,s,p,o,p,v
995,f,s,n,f,w,f,p,o,e,s
996,f,s,n,f,w,f,p,o,e,a
997,x,y,l,f,c,s,p,o,p,s
998,f,s,a,f,w,s,p,o,p,v
999,b,s,l,f,c,s,p,o,p,n
1000,f,y,p,f,c,s,p,o,p,v
1001,x,f,n,f,c,s,p,o,p,y
1002,f,y,l,f,c,y,p,o,p,y
1003,f,s,n,f,w,s,p,o,e,s
1004,x,s,p,f,c,s,p,o,p,v
1005,x,y,l,f,c,y,p,o,p,y
1006,x,s,n,f,w,f,p,o,e,a
1007,x,s,n,f,w,s,p,o,e,a
1008,f,f,n,f,w,s,p,o,e,s
1009,x,f,n,f,w,s,p,o,e,a
1010,x,s,l,f,c,s,p,o,p,s
1011,x,y,a,f,c,s,p,o,p,s
1012,x,s,n,f,w,s,p,o,e,s
1013,f,y,a,f,c,y,p,o,p,s
1014,f,s,n,f,w,f,p,o,e,s
1015,f,f,n,f,w,f,p,o,e,s
1016,f,f,a,f,w,s,p,o,p,v
1017,f,y,l,f,c,y,p,o,p,s
1018,x,f,n,f,c,s,p,o,p,y
1019,f,s,p,f,c,s,p,o,p,s
1020,x,f,n,f,c,s,p,o,p,v
1021,f,f,n,f,w,f,p,o,e,a
1022,b,s,a,f,c,s,p,o,p,n
1023,b,y,a,f,c,s,p,o,p,n
1024,x,y,a,f,c,s,p,o,p,s
1025,f,y,p,f,c,s,p,o,p,v
1026,f,y,p,f,c,s,p,o,p,s
1027,x,f,n,f,c,s,p,o,p,v
1028,f,s,l,f,w,s,p,o,p,v
1029,x,y,l,f,c,s,p,o,p,n
1030,x,s,n,f,w,s,p,o,e,a
1031,x,f,n,f,c,s,p,o,p,y
1032,x,y,p,f,c,s,p,o,p,v
1033,x,f,n,f,w,f,p,o,e,s
1034,f,f,n,f,w,f,p,o,e,s
1035,x,s,n,f,w,s,p,o,e,s
1036,f,f,n,f,w,f,p,o,e,a
1037,x,y,a,f,c,s,p,o,p,s
1038,f,f,a,f,w,s,p,o,p,v
1039,x,f,n,f,c,s,p,o,p,y
1040,x,s,p,f,c,s,p,o,p,s
1041,x,y,a,f,c,y,p,o,p,y
1042,f,y,a,f,c,y,p,o,p,s
1043,x,f,n,f,w,s,p,o,e,a
1044,x,y,n,f,c,s,p,o,p,v
1045,x,s,n,f,w,f,p,o,e,a
1046,x,s,a,f,c,s,p,o,p,s
1047,x,f,n,f,w,f,p,o,e,s
1048,f,y,p,f,c,s,p,o,p,s
1049,x,f,n,f,c,s,p,o,p,v
1050,x,f,n,f,w,f,p,o,e,a
1051,x,f,n,f,c,s,p,o,p,v
1052,x,f,n,f,c,s,p,o,p,y
1053,x,f,n,f,w,f,p,o,e,a
1054,x,y,l,f,c,y,p,o,p,s
1055,x,f,n,f,w,s,p,o,e,s
1056,b,s,l,f,c,s,p,o,p,s
1057,x,f,l,f,w,s,p,o,p,v
1058,f,s,n,f,w,f,p,o,e,s
1059,x,y,l,f,c,s,p,o,p,n
1060,x,f,n,f,w,s,p,o,e,s
1061,f,s,n,f,w,f,p,o,e,a
1062,x,s,l,f,w,s,p,o,p,v
1063,x,s,n,f,w,s,p,o,e,s
1064,x,f,n,f,w,f,p,o,e,s
1065,f,y,p,f,c,s,p,o,p,s
1066,f,f,l,f,w,s,p,o,p,v
1067,x,y,a,f,c,s,p,o,p,s
1068,f,f,n,f,w,s,p,o,e,a
1069,x,f,n,f,c,s,p,o,p,v
1070,x,y,l,f,c,y,p,o,p,s
1071,x,s,n,f,w,f,p,o,e,a
1072,f,y,p,f,c,s,p,o,p,v
1073,x,s,a,f,c,s,p,o,p,s
1074,x,f,n,f,c,s,p,o,p,y
1075,f,y,l,f,c,y,p,o,p,s
1076,f,s,n,f,w,s,p,o,e,a
1077,f,f,n,f,c,s,p,o,p,y
1078,f,y,p,f,c,s,p,o,p,v
1079,f,f,n,f,w,s,p,o,e,s
1080,x,y,l,f,c,y,p,o,p,s
1081,f,f,n,f,w,s,p,o,e,a
1082,f,y,p,f,c,s,p,o,p,v
1083,b,s,l,f,c,s,p,o,p,n
1084,f,f,n,f,w,f,p,o,e,s
1085,b,s,l,f,c,s,p,o,p,n
1086,f,f,n,f,w,f,p,o,e,s
1087,b,y,l,f,c,s,p,o,p,n
1088,x,y,l,f,c,s,p,o,p,n
1089,f,y,p,f,c,s,p,o,p,v
1090,x,y,l,f,c,s,p,o,p,s
1091,s,f,n,f,c,s,p,o,p,y
1092,x,y,a,f,c,y,p,o,p,y
1093,f,f,n,f,w,f,p,o,e,a
1094,f,f,l,f,w,s,p,o,p,v
1095,x,s,n,f,w,f,p,o,e,a
1096,f,y,p,f,c,s,p,o,p,v
1097,x,f,n,f,w,s,p,o,e,a
1098,x,s,n,f,w,s,p,o,e,a
1099,x,f,n,f,w,s,p,o,e,s
1100,x,y,p,f,c,s,p,o,p,s
1101,x,f,n,f,w,f,p,o,e,a
1102,f,s,n,f,w,s,p,o,e,s
1103,x,f,n,f,w,s,p,o,e,s
1104,x,y,p,f,c,s,p,o,p,s
1105,f,f,n,f,w,f,p,o,e,a
1106,f,s,n,f,w,s,p,o,e,a
1107,x,y,p,f,c,s,p,o,p,v
1108,f,f,n,f,w,f,p,o,e,a
1109,b,y,l,f,c,s,p,o,p,n
1110,x,s,n,f,w,f,p,o,e,a
1111,f,f,n,f,w,s,p,o,e,a
1112,f,s,p,f,c,s,p,o,p,s
1113,x,y,a,f,c,y,p,o,p,s
1114,f,f,n,f,w,s,p,o,e,a
1115,f,y,l,f,c,y,p,o,p,s
1116,f,f,n,f,w,s,p,o,e,s
1117,f,f,n,f,w,f,p,o,e,s
1118,f,s,n,f,w,f,p,o,e,s
1119,f,f,n,f,w,s,p,o,e,s
1120,x,s,n,f,w,s,p,o,e,s
1121,x,f,n,f,w,s,p,o,e,s
1122,f,f,n,f,w,f,p,o,e,a
1123,x,s,n,f,w,f,p,o,e,s
1124,x,f,n,f,c,s,p,o,p,v
1125,f,s,a,f,w,s,p,o,p,v
1126,x,f,n,f,w,s,p,o,e,s
1127,f,s,n,f,w,s,p,o,e,a
1128,b,s,a,f,c,s,p,o,p,n
1129,x,f,n,f,w,f,p,o,e,a
1130,x,f,n,f,w,f,p,o,e,a
1131,f,s,p,f,c,s,p,o,p,v
1132,x,f,n,f,w,s,p,o,e,a
1133,x,s,p,f,c,s,p,o,p,s
1134,f,s,n,f,w,f,p,o,e,s
1135,x,y,a,f,c,s,p,o,p,n
1136,x,f,n,f,w,s,p,o,e,s
1137,x,f,n,f,c,s,p,o,p,y
1138,b,y,l,f,c,s,p,o,p,s
1139,f,f,n,f,w,s,p,o,e,a
1140,x,s,n,f,w,s,p,o,e,a
1141,f,f,n,f,w,s,p,o,e,a
1142,x,f,n,f,c,s,p,o,p,v
1143,f,f,n,f,w,f,p,o,e,s
1144,x,s,n,f,w,f,p,o,e,a
1145,x,s,n,f,w,f,p,o,e,a
1146,x,f,n,f,w,s,p,o,e,s
1147,f,s,n,f,w,s,p,o,e,s
1148,x,f,n,f,w,s,p,o,e,a
1149,x,f,n,f,w,f,p,o,e,a
1150,f,s,n,f,w,s,p,o,e,a
1151,f,s,n,f,w,f,p,o,e,a
1152,f,y,a,f,c,y,p,o,p,y
1153,x,y,p,f,c,s,p,o,p,v
1154,f,s,n,f,w,s,p,o,e,a
1155,x,y,p,f,c,s,p,o,p,v
1156,b,y,a,f,c,s,p,o,p,s
1157,x,s,n,f,w,s,p,o,e,s
1158,f,f,n,f,w,f,p,o,e,a
1159,f,f,n,f,w,f,p,o,e,s
1160,f,s,n,f,w,f,p,o,e,s
1161,b,y,a,f,c,s,p,o,p,n
1162,x,f,n,f,w,s,p,o,e,s
1163,x,f,n,f,c,s,p,o,p,v
1164,x,y,a,f,c,y,p,o,p,s
1165,x,s,n,f,w,f,p,o,e,s
1166,b,s,a,f,c,s,p,o,p,n
1167,x,s,p,f,c,s,p,o,p,v
1168,x,f,n,f,c,s,p,o,p,y
1169,f,s,n,f,w,s,p,o,e,s
1170,b,s,a,f,c,s,p,o,p,n
1171,x,s,n,f,w,s,p,o,e,s
1172,x,f,n,f,c,s,p,o,p,v
1173,f,f,n,f,w,f,p,o,e,a
1174,x,f,n,f,c,s,p,o,p,v
1175,x,f,n,f,c,s,p,o,p,v
1176,x,f,n,f,c,s,p,o,p,y
1177,b,y,l,f,c,s,p,o,p,s
1178,f,f,n,f,c,s,p,o,p,v
1179,x,f,n,f,w,f,p,o,e,a
1180,f,y,a,f,c,y,p,o,p,s
1181,x,y,l,f,c,y,p,o,p,y
1182,x,y,l,f,c,y,p,o,p,y
1183,f,f,n,f,w,s,p,o,e,a
1184,x,y,a,f,c,s,p,o,p,n
1185,x,y,a,f,c,s,p,o,p,s
1186,f,s,n,f,w,f,p,o,e,a
1187,f,s,n,f,w,s,p,o,e,a
1188,f,s,p,f,c,s,p,o,p,v
1189,x,y,l,f,c,s,p,o,p,s
1190,x,f,n,f,w,s,p,o,e,s
1191,x,f,n,f,w,f,p,o,e,s
1192,x,s,l,f,c,s,p,o,p,s
1193,x,f,n,f,c,s,p,o,p,v
1194,f,y,l,f,c,y,p,o,p,s
1195,b,s,a,f,c,s,p,o,p,n
1196,x,s,p,f,c,s,p,o,p,s
1197,x,f,n,f,w,s,p,o,e,s
1198,b,y,a,f,c,s,p,o,p,n
1199,x,s,l,f,c,s,p,o,p,n
1200,b,y,l,f,c,s,p,o,p,s
1201,x,y,l,f,c,s,p,o,p,n
1202,x,s,a,f,c,s,p,o,p,n
1203,b,s,a,f,c,s,p,o,p,n
1204,f,s,n,f,w,s,p,o,e,s
1205,f,s,p,f,c,s,p,o,p,s
1206,f,s,n,f,w,s,p,o,e,a
1207,f,f,n,f,w,s,p,o,e,a
1208,f,y,p,f,c,s,p,o,p,s
1209,f,s,n,f,w,s,p,o,e,a
1210,x,f,n,f,w,s,p,o,e,s
1211,x,s,n,f,w,f,p,o,e,a
1212,f,s,n,f,w,s,p,o,e,a
1213,f,y,a,f,c,y,p,o,p,y
1214,x,f,n,f,w,f,p,o,e,a
1215,x,f,n,f,w,s,p,o,e,a
1216,f,s,p,f,c,s,p,o,p,v
1217,x,s,n,f,w,f,p,o,e,a
1218,f,f,n,f,w,s,p,o,e,s
1219,f,f,n,f,w,f,p,o,e,a
1220,f,f,n,f,w,f,p,o,e,s
1221,x,y,a,f,c,y,p,o,p,s
1222,x,s,n,f,w,f,p,o,e,s
1223,x,f,n,f,w,f,p,o,e,a
1224,f,f,n,f,w,f,p,o,e,s
1225,f,s,n,f,w,s,p,o,e,a
1226,x,f,n,f,w,s,p,o,e,s
1227,x,y,n,f,c,s,p,o,p,v
1228,x,f,n,f,w,s,p,o,e,a
1229,x,s,p,f,c,s,p,o,p,v
1230,x,y,n,f,c,s,p,o,p,y
1231,x,f,n,f,w,f,p,o,e,s
1232,f,y,p,f,c,s,p,o,p,s
1233,f,f,n,f,w,s,p,o,e,a
1234,x,f,n,f,w,f,p,o,e,a
1235,f,s,n,f,w,f,p,o,e,a
1236,f,f,n,f,w,f,p,o,e,a
1237,f,s,n,f,w,s,p,o,e,a
1238,f,f,n,f,w,f,p,o,e,s
1239,x,s,n,f,w,f,p,o,e,s
1240,x,s,n,f,w,f,p,o,e,s
1241,f,s,p,f,c,s,p,o,p,v
1242,x,s,n,f,w,f,p,o,e,a
1243,x,s,p,f,c,s,p,o,p,s
1244,f,s,p,f,c,s,p,o,p,s
1245,f,s,n,f,w,f,p,o,e,s
1246,x,f,n,f,w,s,p,o,e,a
1247,f,s,n,f,w,s,p,o,e,a
1248,x,s,n,f,w,s,p,o,e,a
1249,f,f,n,f,w,s,p,o,e,a
1250,f,f,n,f,w,s,p,o,e,a
1251,x,y,n,f,c,s,p,o,p,y
1252,x,f,n,f,c,s,p,o,p,v
