id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
3786,f,n,s,p,p,e
3787,f,u,s,p,p,e
3788,f,h,k,p,l,p
3789,f,n,s,p,p,e
3790,f,p,s,p,p,e
3791,f,h,k,p,l,p
3792,f,w,s,p,p,e
3793,f,u,s,p,p,p
3794,f,w,s,p,p,e
3795,f,g,s,p,p,p
3796,f,n,s,p,p,e
3797,f,n,s,p,p,p
3798,f,p,s,p,p,e
3799,f,u,s,p,p,e
3800,f,p,s,p,p,e
3801,f,w,s,p,p,e
3802,f,p,s,p,p,p
3803,f,n,s,p,p,e
3804,f,n,s,p,p,e
3805,f,n,s,p,p,p
3806,f,u,s,p,p,e
3807,f,u,s,p,p,p
3808,f,w,s,p,p,e
3809,f,g,k,p,l,p
3810,f,p,s,p,p,e
3811,f,h,k,p,l,p
3812,f,n,s,p,p,e
3813,f,u,s,p,p,e
3814,f,u,s,p,p,e
3815,f,g,s,p,p,p
3816,f,h,k,p,l,p
3817,f,p,s,p,p,e
3818,f,w,s,p,p,e
3819,f,n,s,p,p,e
3820,f,p,s,p,p,e
3821,f,u,s,p,p,e
3822,f,n,s,p,p,e
3823,f,g,k,p,l,p
3824,f,u,s,p,p,e
3825,f,u,s,p,p,e
3826,f,n,s,p,p,e
3827,f,n,s,p,p,p
3828,f,p,s,p,p,e
3829,f,p,s,p,p,e
3830,f,p,k,p,l,p
3831,f,n,s,p,p,e
3832,f,n,s,p,p,p
3833,f,n,s,p,p,e
3834,f,n,s,p,p,p
3835,f,g,k,p,l,p
3836,f,h,k,p,l,p
3837,f,u,s,p,p,e
3838,f,p,s,p,p,e
3839,f,p,s,p,p,e
3840,f,p,s,p,p,e
3841,f,h,k,p,l,p
3842,f,u,s,p,p,e
3843,f,n,s,p,p,e
3844,f,g,k,p,l,p
3845,f,u,s,p,p,e
3846,f,p,s,p,p,p
3847,f,u,s,p,p,e
3848,f,w,s,p,p,e
3849,f,n,s,p,p,e
3850,f,w,s,p,p,e
3851,f,n,s,p,p,e
3852,f,u,s,p,p,e
3853,f,p,s,p,p,p
3854,f,u,s,p,p,e
3855,f,p,k,p,l,p
3856,f,n,s,p,p,e
3857,f,w,s,p,p,e
3858,f,n,s,p,p,e
3859,f,u,s,p,p,p
3860,f,n,s,p,p,p
3861,f,n,s,p,p,e
3862,f,w,s,p,p,e
3863,f,w,s,p,p,e
3864,f,u,s,p,p,e
3865,f,p,k,p,l,p
3866,f,n,s,p,p,p
3867,f,w,s,p,p,e
3868,f,w,s,p,p,e
3869,f,u,s,p,p,p
3870,f,p,s,p,p,p
3871,f,p,s,p,p,e
3872,f,h,k,p,l,p
3873,f,p,s,p,p,p
3874,f,h,k,p,l,p
3875,f,n,s,p,p,p
3876,f,w,s,p,p,e
3877,f,u,s,p,p,p
3878,f,n,s,p,p,e
3879,f,n,s,p,p,p
3880,f,p,s,p,p,p
3881,f,p,s,p,p,e
3882,f,n,s,p,p,p
3883,f,n,s,p,p,p
3884,f,u,s,p,p,e
3885,f,u,s,p,p,e
3886,f,g,s,p,p,p
3887,f,p,s,p,p,e
3888,f,n,s,p,p,p
3889,f,w,s,p,p,e
3890,f,h,k,p,l,p
3891,f,g,k,p,l,p
3892,f,n,s,p,p,e
3893,f,g,k,p,l,p
3894,f,p,s,p,p,e
3895,f,g,k,p,l,p
3896,f,p,k,p,l,p
3897,f,n,s,p,p,e
3898,f,w,s,p,p,e
3899,f,p,s,p,p,p
3900,f,n,s,p,p,e
3901,f,p,k,p,l,p
3902,f,h,k,p,l,p
3903,f,p,k,p,l,p
3904,f,p,k,p,l,p
3905,f,g,s,p,p,p
3906,f,h,k,p,l,p
3907,f,g,k,p,l,p
3908,f,h,k,p,l,p
3909,f,h,k,p,l,p
3910,f,g,k,p,l,p
3911,f,n,s,p,p,e
3912,f,g,k,p,l,p
3913,f,p,k,p,l,p
3914,f,g,k,p,l,p
3915,f,w,s,p,p,e
3916,f,n,s,p,p,e
3917,f,n,s,p,p,e
3918,f,h,k,p,l,p
3919,f,g,k,p,l,p
3920,f,h,k,p,l,p
3921,f,w,s,p,p,e
3922,f,p,k,p,l,p
3923,f,n,s,p,p,e
3924,f,p,s,p,p,e
3925,f,w,s,p,p,e
3926,f,p,k,p,l,p
3927,f,p,k,p,l,p
3928,f,h,k,p,l,p
3929,f,p,s,p,p,e
3930,f,h,k,p,l,p
3931,f,h,k,p,l,p
3932,f,g,k,p,l,p
3933,f,g,k,p,l,p
3934,f,p,k,p,l,p
3935,f,h,k,p,l,p
3936,f,g,s,p,p,p
3937,f,p,k,p,l,p
3938,f,u,s,p,p,e
3939,f,n,s,p,p,e
3940,f,n,s,p,p,p
3941,f,h,k,p,l,p
3942,f,p,k,p,l,p
3943,f,p,s,p,p,e
3944,f,p,s,p,p,e
3945,f,p,k,p,l,p
3946,f,u,s,p,p,e
3947,f,g,k,p,l,p
3948,f,g,k,p,l,p
3949,f,p,s,p,p,e
3950,f,h,k,p,l,p
3951,f,g,k,p,l,p
3952,f,p,k,p,l,p
3953,f,g,k,p,l,p
3954,f,n,s,p,p,p
3955,f,g,s,p,p,p
3956,f,g,k,p,l,p
3957,f,h,k,p,l,p
3958,f,h,k,p,l,p
3959,f,u,s,p,p,e
3960,f,w,f,p,p,p
3961,f,g,k,p,l,p
3962,f,w,s,p,p,e
3963,f,g,k,p,l,p
3964,f,h,k,p,l,p
3965,f,g,k,p,l,p
3966,f,h,k,p,l,p
3967,f,h,k,p,l,p
3968,f,h,k,p,l,p
3969,f,p,k,p,l,p
3970,f,g,s,p,p,p
3971,f,g,k,p,l,p
3972,f,p,k,p,l,p
3973,f,u,s,p,p,e
3974,f,w,s,p,p,e
3975,f,g,k,p,l,p
3976,f,u,s,p,p,p
3977,f,p,k,p,l,p
3978,f,h,k,p,l,p
3979,f,u,s,p,p,p
3980,f,w,s,p,p,e
3981,f,p,k,p,l,p
3982,f,p,s,p,p,p
3983,f,p,f,p,p,p
3984,f,p,k,p,l,p
3985,f,e,s,p,e,e
3986,f,g,k,p,l,p
3987,f,p,k,p,l,p
3988,f,h,k,p,l,p
3989,f,h,k,p,l,p
3990,f,u,s,p,p,e
3991,f,h,k,p,l,p
3992,f,h,k,p,l,p
3993,f,p,k,p,l,p
3994,f,u,s,p,p,p
3995,f,u,s,p,p,p
3996,f,p,k,p,l,p
3997,f,h,s,p,p,p
3998,f,h,k,p,l,p
3999,f,n,s,p,p,e
4000,f,p,k,p,l,p
4001,f,p,s,p,p,e
4002,f,p,k,p,l,p
4003,f,n,s,p,p,e
4004,f,w,s,p,p,e
4005,f,g,k,p,l,p
4006,f,h,k,p,l,p
4007,f,w,s,p,p,e
4008,f,p,k,p,l,p
4009,f,w,s,p,p,e
4010,f,w,s,p,p,e
4011,f,w,s,p,p,e
4012,f,g,k,p,l,p
4013,f,u,s,p,p,e
4014,f,p,k,p,l,p
4015,f,p,k,p,l,p
4016,f,p,k,p,l,p
4017,f,g,k,p,l,p
4018,f,p,k,p,l,p
4019,f,u,s,p,p,e
4020,f,u,s,p,p,e
4021,f,g,k,p,l,p
4022,f,h,k,p,l,p
4023,f,p,k,p,l,p
4024,f,b,k,p,e,p
4025,f,h,k,p,l,p
4026,f,g,k,p,l,p
4027,f,u,s,p,p,p
4028,f,p,k,p,l,p
4029,f,p,s,p,p,p
4030,f,p,k,p,l,p
4031,f,p,k,p,l,p
4032,f,u,s,p,p,p
4033,f,h,k,p,l,p
4034,f,w,s,p,p,e
4035,f,h,k,p,l,p
4036,f,p,k,p,l,p
4037,f,p,k,p,l,p
4038,f,p,k,p,l,p
4039,f,h,k,p,l,p
4040,f,u,s,p,p,e
4041,f,p,k,p,l,p
4042,f,u,s,p,p,e
4043,f,h,k,p,l,p
4044,f,p,k,p,l,p
4045,f,g,k,p,l,p
4046,f,u,s,p,p,p
4047,f,h,k,p,l,p
4048,f,p,s,p,p,e
4049,f,u,s,p,p,p
4050,f,p,k,p,l,p
4051,f,p,k,p,l,p
4052,f,u,s,p,p,p
4053,f,p,k,p,l,p
4054,f,h,k,p,l,p
4055,f,p,s,p,p,e
4056,f,g,k,p,l,p
4057,f,g,k,p,l,p
4058,f,g,s,p,p,p
4059,f,u,s,p,p,p
4060,f,n,s,p,p,e
4061,f,h,k,p,l,p
4062,f,n,s,p,p,e
4063,f,p,s,p,p,e
4064,f,p,k,p,l,p
4065,f,p,k,p,l,p
4066,f,g,k,p,l,p
4067,f,g,k,p,l,p
4068,f,g,k,p,l,p
4069,f,w,s,p,p,e
4070,f,p,k,p,l,p
4071,f,h,k,p,l,p
4072,f,p,k,p,l,p
4073,f,p,k,p,l,p
4074,f,u,s,p,p,e
4075,f,p,s,p,p,e
4076,f,h,k,p,l,p
4077,f,h,s,p,f,e
4078,f,u,s,p,p,e
4079,f,p,k,p,l,p
4080,f,g,k,p,l,p
4081,f,g,k,p,l,p
4082,f,p,k,p,l,p
4083,f,g,k,p,l,p
4084,f,g,k,p,l,p
4085,f,h,k,p,l,p
4086,f,p,k,p,l,p
4087,f,h,k,p,l,p
4088,f,u,s,p,p,e
4089,f,h,k,p,l,p
4090,f,p,s,p,p,e
4091,f,p,k,p,l,p
4092,f,h,k,p,l,p
4093,f,n,s,p,p,e
4094,f,w,s,p,p,e
4095,f,p,k,p,l,p
4096,f,w,s,p,p,e
4097,f,p,s,p,p,e
4098,f,h,k,p,l,p
4099,f,u,s,p,p,p
4100,f,p,k,p,l,p
4101,f,b,k,p,e,p
4102,f,p,k,p,l,p
4103,f,p,k,p,l,p
4104,f,u,s,p,p,e
4105,f,b,s,p,e,p
4106,f,n,s,p,p,e
4107,f,g,s,p,p,p
4108,f,w,s,p,p,e
4109,f,p,k,p,l,p
4110,f,w,s,p,p,e
4111,f,p,k,p,l,p
4112,f,g,k,p,l,p
4113,f,g,k,p,l,p
4114,f,u,s,p,p,e
4115,f,p,k,p,l,p
4116,f,g,k,p,l,p
4117,f,g,k,p,l,p
4118,f,g,k,p,l,p
4119,f,p,k,p,l,p
4120,f,h,k,p,l,p
4121,f,p,k,p,l,p
4122,f,u,s,p,p,e
4123,f,g,k,p,l,p
4124,f,h,k,p,l,p
4125,f,u,s,p,p,e
4126,f,g,k,p,l,p
4127,f,h,k,p,l,p
4128,f,p,s,p,p,e
4129,f,p,k,p,l,p
4130,f,p,s,p,p,e
4131,f,g,k,p,l,p
4132,f,h,k,p,l,p
4133,f,p,k,p,l,p
4134,f,g,s,p,p,p
4135,f,w,s,p,p,e
4136,f,g,k,p,l,p
4137,f,h,k,p,l,p
4138,f,h,k,p,l,p
4139,f,w,s,p,p,e
4140,f,p,k,p,l,p
4141,f,g,k,p,l,p
4142,f,w,s,p,p,e
4143,f,w,s,p,p,e
4144,f,p,f,p,p,p
4145,f,g,k,p,l,p
4146,f,g,k,p,l,p
4147,f,g,k,p,l,p
4148,f,h,k,p,l,p
4149,f,p,k,p,l,p
4150,f,p,k,p,l,p
4151,f,w,s,p,p,e
4152,f,h,k,p,l,p
4153,f,p,k,p,l,p
4154,f,p,k,p,l,p
4155,f,p,s,p,p,e
4156,f,p,s,p,p,e
4157,f,n,s,p,p,e
4158,f,h,k,p,l,p
4159,f,h,k,p,l,p
4160,f,u,s,p,p,e
4161,f,g,k,p,l,p
4162,f,u,s,p,p,e
4163,f,p,k,p,l,p
4164,f,p,k,p,l,p
4165,f,p,k,p,l,p
4166,f,w,f,p,e,e
4167,f,h,k,p,l,p
4168,f,p,k,p,l,p
4169,f,h,k,p,l,p
4170,f,p,k,p,l,p
4171,f,w,f,p,p,p
4172,f,h,k,p,l,p
4173,f,p,k,p,l,p
4174,f,g,k,p,l,p
4175,f,h,k,p,l,p
4176,f,g,k,p,l,p
4177,f,w,s,p,p,e
4178,f,p,k,p,l,p
4179,f,h,k,p,l,p
4180,f,u,s,p,p,e
4181,f,h,k,p,l,p
4182,f,h,k,p,l,p
4183,f,g,k,p,l,p
4184,f,w,s,p,p,e
4185,f,g,k,p,l,p
4186,f,g,k,p,l,p
4187,f,p,s,p,p,e
4188,f,u,s,p,p,e
4189,f,h,k,p,l,p
4190,f,h,k,p,l,p
4191,f,h,k,p,l,p
4192,f,g,k,p,l,p
4193,f,h,k,p,l,p
4194,f,p,k,p,l,p
4195,f,w,f,p,p,p
4196,f,u,s,p,p,e
4197,f,b,k,p,e,p
4198,f,n,s,p,p,e
4199,f,n,s,p,p,p
4200,f,n,s,p,p,p
4201,f,b,s,p,e,p
4202,f,g,k,p,l,p
4203,f,g,k,p,l,p
4204,f,w,s,p,p,p
4205,f,h,k,p,l,p
4206,f,p,k,p,l,p
4207,f,g,k,p,l,p
4208,f,h,k,p,l,p
4209,f,h,k,p,l,p
4210,f,g,k,p,l,p
4211,f,h,k,p,l,p
4212,f,p,k,p,l,p
4213,f,p,k,p,l,p
4214,f,h,k,p,l,p
4215,f,g,k,p,l,p
4216,f,p,k,p,l,p
4217,f,h,s,p,p,p
4218,f,h,k,p,l,p
4219,f,p,k,p,l,p
4220,f,p,k,p,l,p
4221,f,p,k,p,l,p
4222,f,g,k,p,l,p
4223,f,h,k,p,l,p
4224,f,p,k,p,l,p
4225,f,p,s,p,p,e
4226,f,h,k,p,l,p
4227,f,h,k,p,l,p
4228,f,h,k,p,l,p
4229,f,g,k,p,l,p
4230,f,g,k,p,l,p
4231,f,h,k,p,l,p
4232,f,p,k,p,l,p
4233,f,p,f,p,p,p
4234,f,h,k,p,l,p
4235,f,p,k,p,l,p
4236,f,h,k,p,l,p
4237,f,p,k,p,l,p
4238,f,h,k,p,l,p
4239,f,g,k,p,l,p
4240,f,p,k,p,l,p
4241,f,h,k,p,l,p
4242,f,g,k,p,l,p
4243,f,p,k,p,l,p
4244,f,p,k,p,l,p
4245,f,g,k,p,l,p
4246,f,h,f,p,p,p
4247,f,p,k,p,l,p
4248,f,p,f,p,p,p
4249,f,h,k,p,l,p
4250,f,p,k,p,l,p
4251,f,g,k,p,l,p
4252,f,p,k,p,l,p
4253,f,g,k,p,l,p
4254,f,u,s,p,p,e
4255,f,h,k,p,l,p
4256,f,h,k,p,l,p
4257,f,h,k,p,l,p
4258,f,h,k,p,l,p
4259,f,g,k,p,l,p
4260,f,h,k,p,l,p
4261,f,g,k,p,l,p
4262,f,g,k,p,l,p
4263,f,p,s,p,p,p
4264,f,g,k,p,l,p
4265,f,g,k,p,l,p
4266,f,h,k,p,l,p
4267,f,g,k,p,l,p
4268,f,g,k,p,l,p
4269,f,h,k,p,l,p
4270,f,h,k,p,l,p
4271,f,g,k,p,l,p
4272,f,h,k,p,l,p
4273,f,g,k,p,l,p
4274,f,g,k,p,l,p
4275,f,p,k,p,l,p
4276,f,h,k,p,l,p
4277,f,w,f,p,e,e
4278,f,p,k,p,l,p
4279,f,h,k,p,l,p
4280,f,p,k,p,l,p
4281,f,h,k,p,l,p
4282,f,h,k,p,l,p
4283,f,p,k,p,l,p
4284,f,e,s,p,e,e
4285,f,p,k,p,l,p
4286,f,g,k,p,l,p
4287,f,p,k,p,l,p
4288,f,g,k,p,l,p
4289,f,g,k,p,l,p
4290,f,h,k,p,l,p
4291,f,h,k,p,l,p
4292,f,e,s,p,e,e
4293,f,p,k,p,l,p
4294,f,p,k,p,l,p
4295,f,h,k,p,l,p
4296,f,p,k,p,l,p
4297,f,h,k,p,l,p
4298,f,p,k,p,l,p
4299,f,g,k,p,l,p
4300,f,g,k,p,l,p
4301,f,h,k,p,l,p
4302,f,g,k,p,l,p
4303,f,g,k,p,l,p
4304,f,g,k,p,l,p
4305,f,h,k,p,l,p
4306,f,w,s,p,p,e
4307,f,h,k,p,l,p
4308,f,g,k,p,l,p
4309,f,g,k,p,l,p
4310,f,p,k,p,l,p
4311,f,p,k,p,l,p
4312,f,g,k,p,l,p
4313,f,p,k,p,l,p
4314,f,g,k,p,l,p
4315,f,p,k,p,l,p
4316,f,p,k,p,l,p
4317,f,h,k,p,l,p
4318,f,h,k,p,l,p
4319,f,g,k,p,l,p
4320,f,h,k,p,l,p
4321,f,h,k,p,l,p
4322,f,p,k,p,l,p
4323,f,g,k,p,l,p
4324,f,p,k,p,l,p
4325,f,h,k,p,l,p
4326,f,p,k,p,l,p
4327,f,p,s,p,f,e
4328,f,p,k,p,l,p
4329,f,g,k,p,l,p
4330,f,b,k,p,e,p
4331,f,h,k,p,l,p
4332,f,w,k,p,e,p
4333,f,p,k,p,l,p
4334,f,h,k,p,l,p
4335,f,h,k,p,l,p
4336,f,g,k,p,l,p
4337,f,p,k,p,l,p
4338,f,g,k,p,l,p
4339,f,g,k,p,l,p
4340,f,p,k,p,l,p
4341,f,g,k,p,l,p
4342,f,w,s,p,p,e
4343,f,h,k,p,l,p
4344,f,h,k,p,l,p
4345,f,g,k,p,l,p
4346,f,p,k,p,l,p
4347,f,h,k,p,l,p
4348,f,h,k,p,l,p
4349,f,g,k,p,l,p
4350,f,w,s,p,p,p
4351,f,p,k,p,l,p
4352,f,g,k,p,l,p
4353,f,g,k,p,l,p
4354,f,g,k,p,l,p
4355,f,p,k,p,l,p
4356,f,h,k,p,l,p
4357,f,p,k,p,l,p
4358,f,e,s,p,e,e
4359,f,g,k,p,l,p
4360,f,p,k,p,l,p
4361,f,g,k,p,l,p
4362,f,g,k,p,l,p
4363,f,g,k,p,l,p
4364,f,h,k,p,l,p
4365,f,w,s,p,p,p
4366,f,h,s,p,p,p
4367,f,p,k,p,l,p
4368,f,g,k,p,l,p
4369,f,g,k,p,l,p
4370,f,p,k,p,l,p
4371,f,g,k,p,l,p
4372,f,h,k,p,l,p
4373,f,p,k,p,l,p
4374,f,p,k,p,l,p
4375,f,w,f,p,p,p
4376,f,n,s,p,p,e
4377,f,b,s,p,e,p
4378,f,p,k,p,l,p
4379,f,g,k,p,l,p
4380,f,n,s,p,p,e
4381,f,e,s,p,e,e
4382,f,h,k,p,l,p
4383,f,g,k,p,l,p
4384,f,h,k,p,l,p
4385,f,p,k,p,l,p
4386,f,g,k,p,l,p
4387,f,p,k,p,l,p
4388,f,p,k,p,l,p
4389,f,p,k,p,l,p
4390,f,h,k,p,l,p
4391,f,g,k,p,l,p
4392,f,h,k,p,l,p
4393,f,h,k,p,l,p
4394,f,g,k,p,l,p
4395,f,h,k,p,l,p
4396,f,p,k,p,l,p
4397,f,h,s,p,f,e
4398,f,g,k,p,l,p
4399,f,g,k,p,l,p
4400,f,h,k,p,l,p
4401,f,h,k,p,l,p
4402,f,h,k,p,l,p
4403,f,h,k,p,l,p
4404,f,p,k,p,l,p
4405,f,h,k,p,l,p
4406,f,h,k,p,l,p
4407,f,h,k,p,l,p
4408,f,g,k,p,l,p
4409,f,g,k,p,l,p
4410,f,g,k,p,l,p
4411,f,u,s,p,p,e
4412,f,h,s,p,p,p
4413,f,g,k,p,l,p
4414,f,h,k,p,l,p
4415,f,p,k,p,l,p
4416,f,p,k,p,l,p
4417,f,h,k,p,l,p
4418,f,u,s,p,p,e
4419,f,h,k,p,l,p
4420,f,e,s,p,e,e
4421,f,p,k,p,l,p
4422,f,p,k,p,l,p
4423,f,h,k,p,l,p
4424,f,g,k,p,l,p
4425,f,n,s,p,p,e
4426,f,p,k,p,l,p
4427,f,p,k,p,l,p
4428,f,h,k,p,l,p
4429,f,p,k,p,l,p
4430,f,b,k,p,e,p
4431,f,p,k,p,l,p
4432,f,h,k,p,l,p
4433,f,g,k,p,l,p
4434,f,g,k,p,l,p
4435,f,p,k,p,l,p
4436,f,h,k,p,l,p
4437,f,h,k,p,l,p
4438,f,g,k,p,l,p
4439,f,p,s,p,p,p
4440,f,g,k,p,l,p
4441,f,h,f,p,p,p
4442,f,p,k,p,l,p
4443,f,p,k,p,l,p
4444,f,h,k,p,l,p
4445,f,u,s,p,p,e
4446,f,g,k,p,l,p
4447,f,h,k,p,l,p
4448,f,h,k,p,l,p
4449,f,h,k,p,l,p
4450,f,p,k,p,l,p
4451,f,p,k,p,l,p
4452,f,n,s,p,p,e
4453,f,g,k,p,l,p
4454,f,g,k,p,l,p
4455,f,p,k,p,l,p
4456,f,p,k,p,l,p
4457,f,g,k,p,l,p
4458,f,h,k,p,l,p
4459,f,h,k,p,l,p
4460,f,e,s,p,e,e
4461,f,p,k,p,l,p
4462,f,b,s,p,e,p
4463,f,p,k,p,l,p
4464,f,g,k,p,l,p
4465,f,h,k,p,l,p
4466,f,g,k,p,l,p
4467,f,h,k,p,l,p
4468,f,h,k,p,l,p
4469,f,g,k,p,l,p
4470,f,p,f,p,p,p
4471,f,g,k,p,l,p
4472,f,g,k,p,l,p
4473,f,p,k,p,l,p
4474,f,g,k,p,l,p
4475,f,h,k,p,l,p
4476,f,h,k,p,l,p
4477,f,p,k,p,l,p
4478,f,p,k,p,l,p
4479,f,h,k,p,l,p
4480,f,h,k,p,l,p
4481,f,p,s,p,p,e
4482,f,h,k,p,l,p
4483,f,g,k,p,l,p
4484,f,h,k,p,l,p
4485,f,g,k,p,l,p
4486,f,g,k,p,l,p
4487,f,g,k,p,l,p
4488,f,p,k,p,l,p
4489,f,p,k,p,l,p
4490,f,h,k,p,l,p
4491,f,g,k,p,l,p
4492,f,w,s,p,e,e
4493,f,h,k,p,l,p
4494,f,p,k,p,l,p
4495,f,w,k,p,e,p
4496,f,h,k,p,l,p
4497,f,p,f,p,p,p
4498,f,e,s,p,e,e
4499,f,b,s,p,e,p
4500,f,u,s,p,p,p
4501,f,g,k,p,l,p
4502,f,h,k,p,l,p
4503,f,g,k,p,l,p
4504,f,p,k,p,l,p
4505,f,p,k,p,l,p
4506,f,p,k,p,l,p
4507,f,g,k,p,l,p
4508,f,h,k,p,l,p
4509,f,g,k,p,l,p
4510,f,p,k,p,l,p
4511,f,p,k,p,l,p
4512,f,p,k,p,l,p
4513,f,h,k,p,l,p
4514,f,h,k,p,l,p
4515,f,h,k,p,l,p
4516,f,h,k,p,l,p
4517,f,h,k,p,l,p
4518,f,p,k,p,l,p
4519,f,g,k,p,l,p
4520,f,w,s,p,e,e
4521,f,g,k,p,l,p
4522,f,g,k,p,l,p
4523,f,b,s,p,e,p
4524,f,g,k,p,l,p
4525,f,h,k,p,l,p
4526,f,p,k,p,l,p
4527,f,g,k,p,l,p
4528,f,g,k,p,l,p
4529,f,h,k,p,l,p
4530,f,h,k,p,l,p
4531,f,g,k,p,l,p
4532,f,h,k,p,l,p
4533,f,p,k,p,l,p
4534,f,h,s,p,f,e
4535,f,e,s,p,e,e
4536,f,h,k,p,l,p
4537,f,g,k,p,l,p
4538,f,g,k,p,l,p
4539,f,p,k,p,l,p
4540,f,h,k,p,l,p
4541,f,h,k,p,l,p
4542,f,p,k,p,l,p
4543,f,g,k,p,l,p
4544,f,h,k,p,l,p
4545,f,p,k,p,l,p
4546,f,h,k,p,l,p
4547,f,h,k,p,l,p
4548,f,h,k,p,l,p
4549,f,w,s,p,p,p
4550,f,g,s,p,p,p
4551,f,p,k,p,l,p
4552,f,p,k,p,l,p
4553,f,g,k,p,l,p
4554,f,h,k,p,l,p
4555,f,g,k,p,l,p
4556,f,g,k,p,l,p
4557,f,u,s,p,p,e
4558,f,u,s,p,f,e
4559,f,h,k,p,l,p
4560,f,p,k,p,l,p
4561,f,p,k,p,l,p
4562,f,p,k,p,l,p
4563,f,h,k,p,l,p
4564,f,p,k,p,l,p
4565,f,g,k,p,l,p
4566,f,h,k,p,l,p
4567,f,g,k,p,l,p
4568,f,p,k,p,l,p
4569,f,g,k,p,l,p
4570,f,g,k,p,l,p
4571,f,w,s,p,p,e
4572,f,h,k,p,l,p
4573,f,g,k,p,l,p
4574,f,g,k,p,l,p
4575,f,g,k,p,l,p
4576,f,p,k,p,l,p
4577,f,p,k,p,l,p
4578,f,p,k,p,l,p
4579,f,h,k,p,l,p
4580,f,h,k,p,l,p
4581,f,h,k,p,l,p
4582,f,p,k,p,l,p
4583,f,p,k,p,l,p
4584,f,g,s,p,p,p
4585,f,p,k,p,l,p
4586,f,h,k,p,l,p
4587,f,p,k,p,l,p
4588,f,p,k,p,l,p
4589,f,h,k,p,l,p
4590,f,g,k,p,l,p
4591,f,g,k,p,l,p
4592,f,g,k,p,l,p
4593,f,p,k,p,l,p
4594,f,h,k,p,l,p
4595,f,h,k,p,l,p
4596,f,g,k,p,l,p
4597,f,p,k,p,l,p
4598,f,g,k,p,l,p
4599,f,p,k,p,l,p
4600,f,h,k,p,l,p
4601,f,p,k,p,l,p
4602,f,g,k,p,l,p
4603,f,p,k,p,l,p
4604,f,h,k,p,l,p
4605,f,g,k,p,l,p
4606,f,g,k,p,l,p
4607,f,p,k,p,l,p
4608,f,h,k,p,l,p
4609,f,h,k,p,l,p
4610,f,g,k,p,l,p
4611,f,b,s,p,e,p
4612,f,w,s,p,e,e
4613,f,h,k,p,l,p
4614,f,h,k,p,l,p
4615,f,p,k,p,l,p
4616,f,p,k,p,l,p
4617,f,p,k,p,l,p
4618,f,p,k,p,l,p
4619,f,p,k,p,l,p
4620,f,p,k,p,l,p
4621,f,p,k,p,l,p
4622,f,g,k,p,l,p
4623,f,h,k,p,l,p
4624,f,h,k,p,l,p
4625,f,g,k,p,l,p
4626,f,g,k,p,l,p
4627,f,h,k,p,l,p
4628,f,g,k,p,l,p
4629,f,u,s,p,p,p
4630,f,w,f,p,p,p
4631,f,w,s,p,p,e
4632,f,g,k,p,l,p
4633,f,p,k,p,l,p
4634,f,g,k,p,l,p
4635,f,u,s,p,p,e
4636,f,p,k,p,l,p
4637,f,p,k,p,l,p
4638,f,p,k,p,l,p
4639,f,h,k,p,l,p
4640,f,h,k,p,l,p
4641,f,h,k,p,l,p
4642,f,w,s,p,p,p
4643,f,p,k,p,l,p
4644,f,g,k,p,l,p
4645,f,g,k,p,l,p
4646,f,p,k,p,l,p
4647,f,p,k,p,l,p
4648,f,h,s,p,f,e
4649,f,h,k,p,l,p
4650,f,p,k,p,l,p
4651,f,h,k,p,l,p
4652,f,g,k,p,l,p
4653,f,n,s,p,p,e
4654,f,h,k,p,l,p
4655,f,h,k,p,l,p
4656,f,h,k,p,l,p
4657,f,p,k,p,l,p
4658,f,h,k,p,l,p
4659,f,g,k,p,l,p
4660,f,g,k,p,l,p
4661,f,g,k,p,l,p
4662,f,h,f,p,p,p
4663,f,w,s,p,e,e
4664,f,w,s,p,f,e
4665,f,p,k,p,l,p
4666,f,p,k,p,l,p
4667,f,p,k,p,l,p
4668,f,h,k,p,l,p
4669,f,g,k,p,l,p
4670,f,h,k,p,l,p
4671,f,p,k,p,l,p
4672,f,h,k,p,l,p
4673,f,g,k,p,l,p
4674,f,w,s,p,e,e
4675,f,h,k,p,l,p
4676,f,g,k,p,l,p
4677,f,g,k,p,l,p
4678,f,g,k,p,l,p
4679,f,p,k,p,l,p
4680,f,g,k,p,l,p
4681,f,g,k,p,l,p
4682,f,p,k,p,l,p
4683,f,g,k,p,l,p
4684,f,g,k,p,l,p
4685,f,p,k,p,l,p
4686,f,h,k,p,l,p
4687,f,p,k,p,l,p
4688,f,h,k,p,l,p
4689,f,p,k,p,l,p
4690,f,h,k,p,l,p
4691,f,h,k,p,l,p
4692,f,p,k,p,l,p
4693,f,g,k,p,l,p
4694,f,p,k,p,l,p
4695,f,h,k,p,l,p
4696,f,h,k,p,l,p
4697,f,n,s,p,p,e
4698,f,h,k,p,l,p
4699,f,h,k,p,l,p
4700,f,h,f,p,p,p
4701,f,h,k,p,l,p
4702,f,p,k,p,l,p
4703,f,g,s,p,p,p
4704,f,g,k,p,l,p
4705,f,h,f,p,p,p
4706,f,h,k,p,l,p
4707,f,h,k,p,l,p
4708,f,g,k,p,l,p
4709,f,w,s,p,p,p
4710,f,p,f,p,p,p
4711,f,g,k,p,l,p
4712,f,h,k,p,l,p
4713,f,p,k,p,l,p
4714,f,g,k,p,l,p
4715,f,g,k,p,l,p
