id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
695,y,p,f,c,n,e,w,o,p
696,y,a,f,c,b,c,w,o,p
697,s,a,f,c,b,c,w,o,p
698,y,p,f,c,n,e,w,o,p
699,s,p,f,c,n,e,w,o,p
700,s,n,f,w,b,e,w,o,e
701,s,p,f,c,n,e,w,o,p
702,f,n,f,w,b,e,w,o,e
703,y,l,f,c,b,r,w,o,p
704,y,l,f,c,b,c,w,o,p
705,y,l,f,c,b,r,w,o,p
706,y,l,f,c,b,r,w,o,p
707,y,l,f,c,b,c,w,o,p
708,f,n,f,c,n,e,w,o,p
709,s,a,f,c,b,c,w,o,p
710,y,a,f,c,b,c,w,o,p
711,y,a,f,c,b,r,w,o,p
712,s,n,f,w,b,e,w,o,e
713,s,l,f,c,b,c,w,o,p
714,y,l,f,c,b,c,w,o,p
715,y,l,f,c,b,c,w,o,p
716,y,a,f,c,b,c,w,o,p
717,s,l,f,c,b,c,w,o,p
718,y,a,f,c,b,r,w,o,p
719,y,a,f,c,b,r,w,o,p
720,f,n,f,c,n,e,w,o,p
721,y,a,f,c,b,r,w,o,p
722,s,a,f,c,b,c,w,o,p
723,s,l,f,w,n,b,w,o,p
724,s,n,f,w,b,e,w,o,e
725,y,a,f,c,b,r,w,o,p
726,y,p,f,c,n,e,w,o,p
727,s,l,f,c,b,c,w,o,p
728,f,n,f,w,b,e,w,o,e
729,s,a,f,c,b,c,w,o,p
730,y,l,f,c,b,c,w,o,p
731,y,l,f,c,b,r,w,o,p
732,f,n,f,w,b,e,w,o,e
733,s,p,f,c,n,e,w,o,p
734,y,p,f,c,n,e,w,o,p
735,y,l,f,c,b,c,w,o,p
736,y,a,f,c,b,c,w,o,p
737,f,a,f,w,n,b,w,o,p
738,y,p,f,c,n,e,w,o,p
739,s,l,f,c,b,c,w,o,p
740,f,n,f,c,n,e,w,o,p
741,f,n,f,c,n,e,w,o,p
742,s,a,f,c,b,c,w,o,p
743,y,a,f,c,b,r,w,o,p
744,y,a,f,c,b,c,w,o,p
745,y,l,f,c,b,r,w,o,p
746,y,l,f,c,b,c,w,o,p
747,y,l,f,c,b,c,w,o,p
748,y,a,f,c,b,c,w,o,p
749,s,p,f,c,n,e,w,o,p
750,s,a,f,w,n,b,w,o,p
751,y,a,f,c,b,r,w,o,p
752,s,l,f,c,b,c,w,o,p
753,s,a,f,w,n,b,w,o,p
754,y,l,f,c,b,c,w,o,p
755,y,a,f,c,b,c,w,o,p
756,s,a,f,c,b,c,w,o,p
757,y,l,f,c,b,r,w,o,p
758,s,n,f,w,b,e,w,o,e
759,y,a,f,c,b,c,w,o,p
760,y,a,f,c,b,r,w,o,p
761,s,l,f,c,b,c,w,o,p
762,y,l,f,c,b,r,w,o,p
763,s,l,f,c,b,c,w,o,p
764,f,n,f,c,n,e,w,o,p
765,y,l,f,c,b,r,w,o,p
766,f,n,f,w,b,e,w,o,e
767,s,l,f,w,n,b,w,o,p
768,f,n,f,c,n,e,w,o,p
769,y,a,f,c,b,c,w,o,p
770,s,a,f,c,b,c,w,o,p
771,s,a,f,c,b,c,w,o,p
772,s,l,f,c,b,c,w,o,p
773,y,a,f,c,b,c,w,o,p
774,s,a,f,w,n,b,w,o,p
775,f,n,f,w,b,e,w,o,e
776,y,a,f,c,b,r,w,o,p
777,y,p,f,c,n,e,w,o,p
778,y,a,f,c,b,r,w,o,p
779,s,l,f,c,b,c,w,o,p
780,y,l,f,c,b,c,w,o,p
781,y,a,f,c,b,c,w,o,p
782,f,n,f,c,n,e,w,o,p
783,y,l,f,c,b,c,w,o,p
784,s,l,f,c,b,c,w,o,p
785,s,a,f,c,b,c,w,o,p
786,s,p,f,c,n,e,w,o,p
787,f,n,f,c,n,e,w,o,p
788,y,l,f,c,b,c,w,o,p
789,y,p,f,c,n,e,w,o,p
790,y,l,f,c,b,r,w,o,p
791,y,l,f,c,b,c,w,o,p
792,y,l,f,c,b,r,w,o,p
793,y,a,f,c,b,c,w,o,p
794,s,a,f,c,b,c,w,o,p
795,y,p,f,c,n,e,w,o,p
796,y,p,f,c,n,e,w,o,p
797,y,l,f,c,b,c,w,o,p
798,s,n,f,w,b,e,w,o,e
799,s,p,f,c,n,e,w,o,p
800,y,l,f,c,b,r,w,o,p
801,s,a,f,c,b,c,w,o,p
802,y,a,f,c,b,c,w,o,p
803,s,p,f,c,n,e,w,o,p
804,y,l,f,c,b,c,w,o,p
805,y,a,f,c,b,c,w,o,p
806,y,l,f,c,b,r,w,o,p
807,y,a,f,c,b,c,w,o,p
808,y,a,f,c,b,r,w,o,p
809,s,l,f,c,b,c,w,o,p
810,s,l,f,w,n,b,w,o,p
811,s,a,f,c,b,c,w,o,p
812,s,a,f,c,b,c,w,o,p
813,y,p,f,c,n,e,w,o,p
814,y,p,f,c,n,e,w,o,p
815,s,p,f,c,n,e,w,o,p
816,s,a,f,c,b,c,w,o,p
817,y,a,f,c,b,r,w,o,p
818,y,a,f,c,b,r,w,o,p
819,s,a,f,w,n,b,w,o,p
820,y,l,f,c,b,c,w,o,p
821,s,l,f,c,b,c,w,o,p
822,f,n,f,c,n,e,w,o,p
823,s,a,f,c,b,c,w,o,p
824,s,l,f,c,b,c,w,o,p
825,y,a,f,c,b,r,w,o,p
826,y,l,f,c,b,c,w,o,p
827,f,l,f,w,n,b,w,o,p
828,f,a,f,w,n,b,w,o,p
829,s,l,f,c,b,c,w,o,p
830,s,l,f,w,n,b,w,o,p
831,f,n,f,c,n,e,w,o,p
832,f,a,f,w,n,b,w,o,p
833,y,l,f,c,b,r,w,o,p
834,y,l,f,c,b,r,w,o,p
835,y,l,f,c,b,r,w,o,p
836,s,p,f,c,n,e,w,o,p
837,s,l,f,c,b,c,w,o,p
838,y,p,f,c,n,e,w,o,p
839,y,a,f,c,b,c,w,o,p
840,y,a,f,c,b,c,w,o,p
841,s,a,f,w,n,b,w,o,p
842,y,p,f,c,n,e,w,o,p
843,s,a,f,c,b,c,w,o,p
844,f,n,f,c,n,e,w,o,p
845,s,a,f,c,b,c,w,o,p
846,f,n,f,w,b,e,w,o,e
847,y,a,f,c,b,c,w,o,p
848,y,l,f,c,b,c,w,o,p
849,s,l,f,c,b,c,w,o,p
850,s,l,f,w,n,b,w,o,p
851,s,l,f,c,b,c,w,o,p
852,y,a,f,c,b,r,w,o,p
853,f,n,f,c,n,e,w,o,p
854,f,n,f,w,b,e,w,o,e
855,f,n,f,c,n,e,w,o,p
856,y,l,f,c,b,r,w,o,p
857,s,l,f,w,n,b,w,o,p
858,s,a,f,c,b,c,w,o,p
859,s,a,f,c,b,c,w,o,p
860,s,p,f,c,n,e,w,o,p
861,y,l,f,c,b,r,w,o,p
862,s,a,f,c,b,c,w,o,p
863,y,a,f,c,b,r,w,o,p
864,y,a,f,c,b,c,w,o,p
865,y,a,f,c,b,c,w,o,p
866,y,l,f,c,b,c,w,o,p
867,f,n,f,c,n,e,w,o,p
868,y,l,f,c,b,r,w,o,p
869,f,n,f,c,n,e,w,o,p
870,s,l,f,c,b,c,w,o,p
871,y,a,f,c,b,r,w,o,p
872,s,l,f,c,b,c,w,o,p
873,y,a,f,c,b,c,w,o,p
874,f,n,f,c,b,b,w,o,p
875,s,a,f,c,b,c,w,o,p
876,y,l,f,c,b,r,w,o,p
877,y,a,f,c,b,c,w,o,p
878,s,l,f,c,b,c,w,o,p
879,y,l,f,c,b,r,w,o,p
880,s,l,f,c,b,c,w,o,p
881,f,a,f,w,n,b,w,o,p
882,s,n,f,w,b,e,w,o,e
883,y,a,f,c,b,c,w,o,p
884,y,l,f,c,b,c,w,o,p
885,y,l,f,c,b,r,w,o,p
886,s,a,f,w,n,b,w,o,p
887,s,a,f,c,b,c,w,o,p
888,y,a,f,c,b,r,w,o,p
889,y,a,f,c,b,r,w,o,p
890,s,l,f,c,b,c,w,o,p
891,f,n,f,c,b,b,p,o,p
892,y,l,f,c,b,r,w,o,p
893,s,a,f,c,b,c,w,o,p
894,s,a,f,c,b,c,w,o,p
895,s,l,f,c,b,c,w,o,p
896,y,l,f,c,b,r,w,o,p
897,y,a,f,c,b,c,w,o,p
898,s,l,f,c,b,c,w,o,p
899,y,l,f,c,b,c,w,o,p
900,s,l,f,c,b,c,w,o,p
901,y,l,f,c,b,r,w,o,p
902,f,n,f,w,b,e,w,o,e
903,s,n,f,w,b,e,w,o,e
904,s,n,f,w,b,e,w,o,e
905,s,l,f,c,b,c,w,o,p
906,f,n,f,w,b,e,w,o,e
907,s,p,f,c,n,e,w,o,p
908,f,n,f,w,b,e,w,o,e
909,y,p,f,c,n,e,w,o,p
910,s,p,f,c,n,e,w,o,p
911,s,l,f,c,b,c,w,o,p
912,f,n,f,w,b,e,w,o,e
913,s,l,f,c,b,c,w,o,p
914,f,n,f,w,b,e,w,o,e
915,s,n,f,w,b,e,w,o,e
916,s,a,f,c,b,c,w,o,p
917,s,l,f,c,b,c,w,o,p
918,y,n,f,c,b,b,w,o,p
919,f,n,f,w,b,e,w,o,e
920,s,n,f,w,b,e,w,o,e
921,f,n,f,w,b,e,w,o,e
922,s,n,f,w,b,e,w,o,e
923,y,l,f,c,b,c,w,o,p
924,s,l,f,w,n,b,w,o,p
925,f,n,f,w,b,e,w,o,e
926,s,n,f,w,b,e,w,o,e
927,s,n,f,w,b,e,w,o,e
928,y,p,f,c,n,e,w,o,p
929,f,n,f,c,n,e,w,o,p
930,s,a,f,c,b,c,w,o,p
931,s,n,f,w,b,e,w,o,e
932,f,n,f,w,b,e,w,o,e
933,s,p,f,c,n,e,w,o,p
934,s,l,f,c,b,c,w,o,p
935,f,n,f,c,n,e,w,o,p
936,s,n,f,w,b,e,w,o,e
937,y,a,f,c,b,c,w,o,p
938,f,n,f,w,b,e,w,o,e
939,s,n,f,w,b,e,w,o,e
940,y,n,f,c,b,b,p,o,p
941,y,a,f,c,b,c,w,o,p
942,f,n,f,w,b,e,w,o,e
943,s,p,f,c,n,e,w,o,p
944,f,n,f,w,b,e,w,o,e
945,f,n,f,c,b,b,g,o,p
946,f,n,f,w,b,e,w,o,e
947,f,n,f,w,b,e,w,o,e
948,y,l,f,c,b,c,w,o,p
949,f,n,f,w,b,e,w,o,e
950,y,p,f,c,n,e,w,o,p
951,y,p,f,c,n,e,w,o,p
952,s,l,f,c,b,c,w,o,p
953,s,n,f,w,b,e,w,o,e
954,f,n,f,w,b,e,w,o,e
955,f,n,f,w,b,e,w,o,e
956,s,l,f,c,b,c,w,o,p
957,s,p,f,c,n,e,w,o,p
958,y,n,f,c,b,b,p,o,p
959,f,l,f,w,n,b,w,o,p
960,y,l,f,c,b,c,w,o,p
961,f,n,f,w,b,e,w,o,e
962,f,n,f,w,b,e,w,o,e
963,f,n,f,c,b,b,p,o,p
964,f,n,f,c,b,b,g,o,p
965,s,n,f,w,b,e,w,o,e
966,s,n,f,w,b,e,w,o,e
967,s,p,f,c,n,e,w,o,p
968,f,n,f,c,b,b,p,o,p
969,s,n,f,w,b,e,w,o,e
970,f,n,f,w,b,e,w,o,e
971,f,n,f,w,b,e,w,o,e
972,f,n,f,c,b,b,w,o,p
973,f,n,f,c,b,b,w,o,p
974,f,n,f,w,b,e,w,o,e
975,f,n,f,c,b,b,w,o,p
976,s,n,f,w,b,e,w,o,e
977,y,l,f,c,b,c,w,o,p
978,f,n,f,c,b,b,p,o,p
979,y,l,f,c,b,c,w,o,p
980,f,n,f,w,b,e,w,o,e
981,f,n,f,c,b,b,p,o,p
982,s,l,f,c,b,c,w,o,p
983,f,n,f,w,b,e,w,o,e
984,f,n,f,w,b,e,w,o,e
985,s,p,f,c,n,e,w,o,p
986,f,n,f,w,b,e,w,o,e
987,f,n,f,w,b,e,w,o,e
988,s,n,f,w,b,e,w,o,e
989,s,n,f,w,b,e,w,o,e
990,y,l,f,c,b,c,w,o,p
991,s,l,f,c,b,c,w,o,p
992,s,n,f,w,b,e,w,o,e
993,s,n,f,w,b,e,w,o,e
994,f,n,f,c,n,e,w,o,p
995,s,n,f,w,b,e,w,o,e
996,s,n,f,w,b,e,w,o,e
997,y,l,f,c,b,c,w,o,p
998,s,a,f,w,n,b,w,o,p
999,s,l,f,c,b,c,w,o,p
1000,y,p,f,c,n,e,w,o,p
1001,f,n,f,c,b,b,p,o,p
1002,y,l,f,c,b,r,w,o,p
1003,s,n,f,w,b,e,w,o,e
1004,s,p,f,c,n,e,w,o,p
1005,y,l,f,c,b,r,w,o,p
1006,s,n,f,w,b,e,w,o,e
1007,s,n,f,w,b,e,w,o,e
1008,f,n,f,w,b,e,w,o,e
1009,f,n,f,w,b,e,w,o,e
1010,s,l,f,c,b,c,w,o,p
1011,y,a,f,c,b,c,w,o,p
1012,s,n,f,w,b,e,w,o,e
1013,y,a,f,c,b,r,w,o,p
1014,s,n,f,w,b,e,w,o,e
1015,f,n,f,w,b,e,w,o,e
1016,f,a,f,w,n,b,w,o,p
1017,y,l,f,c,b,r,w,o,p
1018,f,n,f,c,b,b,w,o,p
1019,s,p,f,c,n,e,w,o,p
1020,f,n,f,c,b,b,p,o,p
1021,f,n,f,w,b,e,w,o,e
1022,s,a,f,c,b,c,w,o,p
1023,y,a,f,c,b,c,w,o,p
1024,y,a,f,c,b,c,w,o,p
1025,y,p,f,c,n,e,w,o,p
1026,y,p,f,c,n,e,w,o,p
1027,f,n,f,c,n,e,w,o,p
1028,s,l,f,w,n,b,w,o,p
1029,y,l,f,c,b,c,w,o,p
1030,s,n,f,w,b,e,w,o,e
1031,f,n,f,c,b,b,g,o,p
1032,y,p,f,c,n,e,w,o,p
1033,f,n,f,w,b,e,w,o,e
1034,f,n,f,w,b,e,w,o,e
1035,s,n,f,w,b,e,w,o,e
1036,f,n,f,w,b,e,w,o,e
1037,y,a,f,c,b,c,w,o,p
1038,f,a,f,w,n,b,w,o,p
1039,f,n,f,c,n,e,w,o,p
1040,s,p,f,c,n,e,w,o,p
1041,y,a,f,c,b,r,w,o,p
1042,y,a,f,c,b,r,w,o,p
1043,f,n,f,w,b,e,w,o,e
1044,y,n,f,c,b,b,g,o,p
1045,s,n,f,w,b,e,w,o,e
1046,s,a,f,c,b,c,w,o,p
1047,f,n,f,w,b,e,w,o,e
1048,y,p,f,c,n,e,w,o,p
1049,f,n,f,c,b,b,w,o,p
1050,f,n,f,w,b,e,w,o,e
1051,f,n,f,c,b,b,w,o,p
1052,f,n,f,c,b,b,g,o,p
1053,f,n,f,w,b,e,w,o,e
1054,y,l,f,c,b,r,w,o,p
1055,f,n,f,w,b,e,w,o,e
1056,s,l,f,c,b,c,w,o,p
1057,f,l,f,w,n,b,w,o,p
1058,s,n,f,w,b,e,w,o,e
1059,y,l,f,c,b,c,w,o,p
1060,f,n,f,w,b,e,w,o,e
1061,s,n,f,w,b,e,w,o,e
1062,s,l,f,w,n,b,w,o,p
1063,s,n,f,w,b,e,w,o,e
1064,f,n,f,w,b,e,w,o,e
1065,y,p,f,c,n,e,w,o,p
1066,f,l,f,w,n,b,w,o,p
1067,y,a,f,c,b,c,w,o,p
1068,f,n,f,w,b,e,w,o,e
1069,f,n,f,c,b,b,g,o,p
1070,y,l,f,c,b,r,w,o,p
1071,s,n,f,w,b,e,w,o,e
1072,y,p,f,c,n,e,w,o,p
1073,s,a,f,c,b,c,w,o,p
1074,f,n,f,c,b,b,w,o,p
1075,y,l,f,c,b,r,w,o,p
1076,s,n,f,w,b,e,w,o,e
1077,f,n,f,c,n,e,w,o,p
1078,y,p,f,c,n,e,w,o,p
1079,f,n,f,w,b,e,w,o,e
1080,y,l,f,c,b,r,w,o,p
1081,f,n,f,w,b,e,w,o,e
1082,y,p,f,c,n,e,w,o,p
1083,s,l,f,c,b,c,w,o,p
1084,f,n,f,w,b,e,w,o,e
1085,s,l,f,c,b,c,w,o,p
1086,f,n,f,w,b,e,w,o,e
1087,y,l,f,c,b,c,w,o,p
1088,y,l,f,c,b,c,w,o,p
1089,y,p,f,c,n,e,w,o,p
1090,y,l,f,c,b,c,w,o,p
1091,f,n,f,c,n,e,w,o,p
1092,y,a,f,c,b,r,w,o,p
1093,f,n,f,w,b,e,w,o,e
1094,f,l,f,w,n,b,w,o,p
1095,s,n,f,w,b,e,w,o,e
1096,y,p,f,c,n,e,w,o,p
1097,f,n,f,w,b,e,w,o,e
1098,s,n,f,w,b,e,w,o,e
1099,f,n,f,w,b,e,w,o,e
1100,y,p,f,c,n,e,w,o,p
1101,f,n,f,w,b,e,w,o,e
1102,s,n,f,w,b,e,w,o,e
1103,f,n,f,w,b,e,w,o,e
1104,y,p,f,c,n,e,w,o,p
1105,f,n,f,w,b,e,w,o,e
1106,s,n,f,w,b,e,w,o,e
1107,y,p,f,c,n,e,w,o,p
1108,f,n,f,w,b,e,w,o,e
1109,y,l,f,c,b,c,w,o,p
1110,s,n,f,w,b,e,w,o,e
1111,f,n,f,w,b,e,w,o,e
1112,s,p,f,c,n,e,w,o,p
1113,y,a,f,c,b,r,w,o,p
1114,f,n,f,w,b,e,w,o,e
1115,y,l,f,c,b,r,w,o,p
1116,f,n,f,w,b,e,w,o,e
1117,f,n,f,w,b,e,w,o,e
1118,s,n,f,w,b,e,w,o,e
1119,f,n,f,w,b,e,w,o,e
1120,s,n,f,w,b,e,w,o,e
1121,f,n,f,w,b,e,w,o,e
1122,f,n,f,w,b,e,w,o,e
1123,s,n,f,w,b,e,w,o,e
1124,f,n,f,c,b,b,p,o,p
1125,s,a,f,w,n,b,w,o,p
1126,f,n,f,w,b,e,w,o,e
1127,s,n,f,w,b,e,w,o,e
1128,s,a,f,c,b,c,w,o,p
1129,f,n,f,w,b,e,w,o,e
1130,f,n,f,w,b,e,w,o,e
1131,s,p,f,c,n,e,w,o,p
1132,f,n,f,w,b,e,w,o,e
1133,s,p,f,c,n,e,w,o,p
1134,s,n,f,w,b,e,w,o,e
1135,y,a,f,c,b,c,w,o,p
1136,f,n,f,w,b,e,w,o,e
1137,f,n,f,c,b,b,p,o,p
1138,y,l,f,c,b,c,w,o,p
1139,f,n,f,w,b,e,w,o,e
1140,s,n,f,w,b,e,w,o,e
1141,f,n,f,w,b,e,w,o,e
1142,f,n,f,c,b,b,p,o,p
1143,f,n,f,w,b,e,w,o,e
1144,s,n,f,w,b,e,w,o,e
1145,s,n,f,w,b,e,w,o,e
1146,f,n,f,w,b,e,w,o,e
1147,s,n,f,w,b,e,w,o,e
1148,f,n,f,w,b,e,w,o,e
1149,f,n,f,w,b,e,w,o,e
1150,s,n,f,w,b,e,w,o,e
1151,s,n,f,w,b,e,w,o,e
1152,y,a,f,c,b,r,w,o,p
1153,y,p,f,c,n,e,w,o,p
1154,s,n,f,w,b,e,w,o,e
1155,y,p,f,c,n,e,w,o,p
1156,y,a,f,c,b,c,w,o,p
1157,s,n,f,w,b,e,w,o,e
1158,f,n,f,w,b,e,w,o,e
1159,f,n,f,w,b,e,w,o,e
1160,s,n,f,w,b,e,w,o,e
1161,y,a,f,c,b,c,w,o,p
1162,f,n,f,w,b,e,w,o,e
1163,f,n,f,c,b,b,w,o,p
1164,y,a,f,c,b,r,w,o,p
1165,s,n,f,w,b,e,w,o,e
1166,s,a,f,c,b,c,w,o,p
1167,s,p,f,c,n,e,w,o,p
1168,f,n,f,c,b,b,p,o,p
1169,s,n,f,w,b,e,w,o,e
1170,s,a,f,c,b,c,w,o,p
1171,s,n,f,w,b,e,w,o,e
1172,f,n,f,c,b,b,g,o,p
1173,f,n,f,w,b,e,w,o,e
1174,f,n,f,c,n,e,w,o,p
1175,f,n,f,c,n,e,w,o,p
1176,f,n,f,c,n,e,w,o,p
1177,y,l,f,c,b,c,w,o,p
1178,f,n,f,c,n,e,w,o,p
1179,f,n,f,w,b,e,w,o,e
1180,y,a,f,c,b,r,w,o,p
1181,y,l,f,c,b,r,w,o,p
1182,y,l,f,c,b,r,w,o,p
1183,f,n,f,w,b,e,w,o,e
1184,y,a,f,c,b,c,w,o,p
1185,y,a,f,c,b,c,w,o,p
1186,s,n,f,w,b,e,w,o,e
1187,s,n,f,w,b,e,w,o,e
1188,s,p,f,c,n,e,w,o,p
1189,y,l,f,c,b,c,w,o,p
1190,f,n,f,w,b,e,w,o,e
1191,f,n,f,w,b,e,w,o,e
1192,s,l,f,c,b,c,w,o,p
1193,f,n,f,c,b,b,p,o,p
1194,y,l,f,c,b,r,w,o,p
1195,s,a,f,c,b,c,w,o,p
1196,s,p,f,c,n,e,w,o,p
1197,f,n,f,w,b,e,w,o,e
1198,y,a,f,c,b,c,w,o,p
1199,s,l,f,c,b,c,w,o,p
1200,y,l,f,c,b,c,w,o,p
1201,y,l,f,c,b,c,w,o,p
1202,s,a,f,c,b,c,w,o,p
1203,s,a,f,c,b,c,w,o,p
1204,s,n,f,w,b,e,w,o,e
1205,s,p,f,c,n,e,w,o,p
1206,s,n,f,w,b,e,w,o,e
1207,f,n,f,w,b,e,w,o,e
1208,y,p,f,c,n,e,w,o,p
1209,s,n,f,w,b,e,w,o,e
1210,f,n,f,w,b,e,w,o,e
1211,s,n,f,w,b,e,w,o,e
1212,s,n,f,w,b,e,w,o,e
1213,y,a,f,c,b,r,w,o,p
1214,f,n,f,w,b,e,w,o,e
1215,f,n,f,w,b,e,w,o,e
1216,s,p,f,c,n,e,w,o,p
1217,s,n,f,w,b,e,w,o,e
1218,f,n,f,w,b,e,w,o,e
1219,f,n,f,w,b,e,w,o,e
1220,f,n,f,w,b,e,w,o,e
1221,y,a,f,c,b,r,w,o,p
1222,s,n,f,w,b,e,w,o,e
1223,f,n,f,w,b,e,w,o,e
1224,f,n,f,w,b,e,w,o,e
1225,s,n,f,w,b,e,w,o,e
1226,f,n,f,w,b,e,w,o,e
1227,y,n,f,c,b,b,p,o,p
1228,f,n,f,w,b,e,w,o,e
1229,s,p,f,c,n,e,w,o,p
1230,y,n,f,c,b,b,g,o,p
1231,f,n,f,w,b,e,w,o,e
1232,y,p,f,c,n,e,w,o,p
1233,f,n,f,w,b,e,w,o,e
1234,f,n,f,w,b,e,w,o,e
1235,s,n,f,w,b,e,w,o,e
1236,f,n,f,w,b,e,w,o,e
1237,s,n,f,w,b,e,w,o,e
1238,f,n,f,w,b,e,w,o,e
1239,s,n,f,w,b,e,w,o,e
1240,s,n,f,w,b,e,w,o,e
1241,s,p,f,c,n,e,w,o,p
1242,s,n,f,w,b,e,w,o,e
1243,s,p,f,c,n,e,w,o,p
1244,s,p,f,c,n,e,w,o,p
1245,s,n,f,w,b,e,w,o,e
1246,f,n,f,w,b,e,w,o,e
1247,s,n,f,w,b,e,w,o,e
1248,s,n,f,w,b,e,w,o,e
1249,f,n,f,w,b,e,w,o,e
1250,f,n,f,w,b,e,w,o,e
1251,y,n,f,c,b,b,p,o,p
1252,f,n,f,c,b,b,w,o,p
1253,s,n,f,w,b,e,w,o,e
1254,y,p,f,c,n,e,w,o,p
1255,y,p,f,c,n,e,w,o,p
1256,s,n,f,w,b,e,w,o,e
1257,s,p,f,c,n,e,w,o,p
1258,f,n,f,w,b,e,w,o,e
1259,s,n,f,w,b,e,w,o,e
1260,s,p,f,c,n,e,w,o,p
1261,y,p,f,c,n,e,w,o,p
1262,y,p,f,c,n,e,w,o,p
1263,s,p,f,c,n,e,w,o,p
1264,s,n,f,w,b,e,w,o,e
1265,f,n,f,c,b,b,p,o,p
1266,s,n,f,w,b,e,w,o,e
1267,f,n,f,w,b,e,w,o,e
1268,y,p,f,c,n,e,w,o,p
1269,s,n,f,w,b,e,w,o,e
1270,y,n,f,c,b,b,w,o,p
1271,s,n,f,w,b,e,w,o,e
1272,s,n,f,w,b,e,w,o,e
1273,s,p,f,c,n,e,w,o,p
1274,f,n,f,w,b,e,w,o,e
1275,f,n,f,w,b,e,w,o,e
1276,s,p,f,c,n,e,w,o,p
1277,f,n,f,w,b,e,w,o,e
1278,f,n,f,w,b,e,w,o,e
1279,s,n,f,w,b,e,w,o,e
1280,s,n,f,w,b,e,w,o,e
1281,y,a,f,c,b,c,w,o,p
1282,s,n,f,w,b,e,w,o,e
1283,f,n,f,w,b,e,w,o,e
1284,s,n,f,w,b,e,w,o,e
1285,f,n,f,w,b,e,w,o,e
1286,f,n,f,w,b,e,w,o,e
1287,y,p,f,c,n,e,w,o,p
1288,s,n,f,w,b,e,w,o,e
1289,f,n,f,c,b,b,g,o,p
1290,s,n,f,w,b,e,w,o,e
1291,f,n,f,c,b,b,g,o,p
1292,f,n,f,w,b,e,w,o,e
1293,f,n,f,w,b,e,w,o,e
1294,s,p,f,c,n,e,w,o,p
1295,s,p,f,c,n,e,w,o,p
1296,s,n,f,w,b,e,w,o,e
1297,f,n,f,c,b,b,p,o,p
1298,s,n,f,w,b,e,w,o,e
1299,y,a,f,c,b,r,w,o,p
1300,s,n,f,w,b,e,w,o,e
1301,s,n,f,w,b,e,w,o,e
1302,f,n,f,w,b,e,w,o,e
1303,s,n,f,w,b,e,w,o,e
1304,f,n,f,c,b,b,w,o,p
1305,s,n,f,w,b,e,w,o,e
1306,s,n,f,w,b,e,w,o,e
1307,f,n,f,w,b,e,w,o,e
1308,s,n,f,w,b,e,w,o,e
1309,s,n,f,w,b,e,w,o,e
1310,s,n,f,w,b,e,w,o,e
1311,f,n,f,w,b,e,w,o,e
1312,s,n,f,w,b,e,w,o,e
1313,s,p,f,c,n,e,w,o,p
1314,f,n,f,w,b,e,w,o,e
1315,y,l,f,c,b,c,w,o,p
1316,f,n,f,w,b,e,w,o,e
1317,s,n,f,w,b,e,w,o,e
1318,f,n,f,c,b,b,g,o,p
1319,s,l,f,c,b,c,w,o,p
1320,s,n,f,w,b,e,w,o,e
1321,f,n,f,c,b,b,p,o,p
1322,s,p,f,c,n,e,w,o,p
1323,f,n,f,w,b,e,w,o,e
1324,y,p,f,c,n,e,w,o,p
1325,s,n,f,w,b,e,w,o,e
1326,s,n,f,w,b,e,w,o,e
1327,s,l,f,c,b,c,w,o,p
1328,s,n,f,w,b,e,w,o,e
1329,s,n,f,w,b,e,w,o,e
1330,f,n,f,w,b,e,w,o,e
1331,f,n,f,w,b,e,w,o,e
1332,s,n,f,w,b,e,w,o,e
1333,s,p,f,c,n,e,w,o,p
1334,f,n,f,w,b,e,w,o,e
1335,s,n,f,w,b,e,w,o,e
1336,f,n,f,c,b,b,g,o,p
1337,s,n,f,w,b,e,w,o,e
1338,f,n,f,c,b,b,p,o,p
1339,y,a,f,c,b,c,w,o,p
1340,f,n,f,w,b,e,w,o,e
1341,s,n,f,w,b,e,w,o,e
1342,f,n,f,w,b,e,w,o,e
1343,s,p,f,c,n,e,w,o,p
1344,f,n,f,c,b,b,g,o,p
1345,s,n,f,w,b,e,w,o,e
1346,f,n,f,w,b,e,w,o,e
1347,y,p,f,c,n,e,w,o,p
1348,s,n,f,w,b,e,w,o,e
1349,f,n,f,c,b,b,w,o,p
1350,y,n,f,c,b,b,p,o,p
1351,y,n,f,c,b,b,g,o,p
1352,s,n,f,w,b,e,w,o,e
1353,s,n,f,w,b,e,w,o,e
1354,s,n,f,w,b,e,w,o,e
1355,s,n,f,w,b,e,w,o,e
1356,f,n,f,w,b,e,w,o,e
1357,f,n,f,w,b,e,w,o,e
1358,f,n,f,w,b,e,w,o,e
1359,f,n,f,w,b,e,w,o,e
1360,s,n,f,w,b,e,w,o,e
1361,f,n,f,w,b,e,w,o,e
1362,y,p,f,c,n,e,w,o,p
1363,f,n,f,w,b,e,w,o,e
1364,s,n,f,w,b,e,w,o,e
1365,f,n,f,w,b,e,w,o,e
1366,f,n,f,w,b,e,w,o,e
1367,f,n,f,w,b,e,w,o,e
1368,s,n,f,w,b,e,w,o,e
1369,f,n,f,c,b,b,g,o,p
1370,f,n,f,w,b,e,w,o,e
1371,f,n,f,w,b,e,w,o,e
1372,s,n,f,w,b,e,w,o,e
