id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
3338,w,c,f,b,s,w,o
3339,n,n,f,b,s,w,o
3340,g,f,f,b,k,w,o
3341,e,n,f,b,s,w,o
3342,y,f,f,b,k,w,o
3343,g,n,f,b,s,w,o
3344,e,n,f,b,s,w,o
3345,e,n,f,b,s,w,o
3346,g,n,f,b,s,w,o
3347,g,c,f,b,s,w,o
3348,g,n,f,b,s,w,o
3349,e,n,f,b,s,w,o
3350,g,f,f,b,k,w,o
3351,n,n,f,b,s,w,o
3352,g,c,f,b,s,w,o
3353,g,f,f,b,k,w,o
3354,e,n,f,b,s,w,o
3355,n,n,f,b,s,w,o
3356,g,n,f,b,s,w,o
3357,g,n,f,b,s,w,o
3358,w,c,f,b,s,w,o
3359,g,f,f,b,k,w,o
3360,g,c,f,b,s,w,o
3361,e,n,f,b,s,w,o
3362,e,n,f,b,s,w,o
3363,g,f,f,b,k,w,o
3364,g,f,f,b,k,w,o
3365,e,n,f,b,s,w,o
3366,p,c,f,b,s,w,o
3367,g,c,f,b,s,w,o
3368,e,n,f,b,s,w,o
3369,e,n,f,b,s,w,o
3370,e,n,f,b,s,w,o
3371,n,n,f,b,s,w,o
3372,p,c,f,b,s,w,o
3373,g,f,f,b,k,w,o
3374,e,n,f,b,s,w,o
3375,e,n,f,b,s,w,o
3376,g,n,f,b,s,w,o
3377,e,n,f,b,s,w,o
3378,n,n,f,b,s,w,o
3379,e,n,f,b,s,w,o
3380,y,f,f,b,k,w,o
3381,g,n,f,b,s,w,o
3382,p,c,f,b,s,w,o
3383,e,n,f,b,s,w,o
3384,g,n,f,b,s,w,o
3385,e,n,f,b,s,w,o
3386,e,n,f,b,s,w,o
3387,g,n,f,b,s,w,o
3388,e,n,f,b,s,w,o
3389,w,c,f,b,s,w,o
3390,g,f,f,b,k,w,o
3391,p,c,f,b,s,w,o
3392,g,n,f,b,s,w,o
3393,n,n,f,b,s,w,o
3394,g,c,f,b,s,w,o
3395,n,n,f,b,s,w,o
3396,p,c,f,b,s,w,o
3397,e,n,f,b,s,w,o
3398,w,c,f,b,s,w,o
3399,n,n,f,b,s,w,o
3400,g,f,f,b,k,w,o
3401,g,c,f,b,s,w,o
3402,n,n,f,b,s,w,o
3403,g,f,f,b,k,w,o
3404,p,c,f,b,s,w,o
3405,e,n,f,b,s,w,o
3406,g,c,f,b,s,w,o
3407,g,n,f,b,s,w,o
3408,g,n,f,b,s,w,o
3409,n,n,f,b,s,w,o
3410,n,n,f,b,s,w,o
3411,n,n,f,b,s,w,o
3412,g,c,f,b,s,w,o
3413,g,n,f,b,s,w,o
3414,e,n,f,b,s,w,o
3415,g,n,f,b,s,w,o
3416,e,n,f,b,s,w,o
3417,n,n,f,b,s,w,o
3418,g,f,f,b,k,w,o
3419,g,c,f,b,s,w,o
3420,e,n,f,b,s,w,o
3421,g,n,f,b,s,w,o
3422,g,c,f,b,s,w,o
3423,n,n,f,b,s,w,o
3424,g,n,f,b,s,w,o
3425,e,n,f,b,s,w,o
3426,y,f,f,b,k,w,o
3427,g,c,f,b,s,w,o
3428,g,n,f,b,s,w,o
3429,n,n,f,b,s,w,o
3430,n,n,f,b,s,w,o
3431,g,n,f,b,s,w,o
3432,g,n,f,b,s,w,o
3433,g,f,f,b,k,w,o
3434,g,n,f,b,s,w,o
3435,e,n,f,b,s,w,o
3436,g,c,f,b,s,w,o
3437,g,n,f,b,s,w,o
3438,g,f,f,b,k,w,o
3439,e,n,f,b,s,w,o
3440,g,f,f,b,k,w,o
3441,g,n,f,b,s,w,o
3442,p,c,f,b,s,w,o
3443,e,n,f,b,s,w,o
3444,p,c,f,b,s,w,o
3445,w,c,f,b,s,w,o
3446,g,n,f,b,s,w,o
3447,p,c,f,b,s,w,o
3448,g,f,f,b,k,w,o
3449,n,n,f,b,s,w,o
3450,g,n,f,b,s,w,o
3451,e,n,f,b,s,w,o
3452,g,f,f,b,k,w,o
3453,g,c,f,b,s,w,o
3454,g,f,f,b,k,w,o
3455,w,c,f,b,s,w,o
3456,n,n,f,b,s,w,o
3457,g,n,f,b,s,w,o
3458,w,c,f,b,s,w,o
3459,g,n,f,b,s,w,o
3460,n,n,f,b,s,w,o
3461,g,n,f,b,s,w,o
3462,e,n,f,b,s,w,o
3463,e,n,f,b,s,w,o
3464,w,c,f,b,s,w,o
3465,e,n,f,b,s,w,o
3466,y,f,f,b,k,w,o
3467,g,n,f,b,s,w,o
3468,n,n,f,b,s,w,o
3469,g,c,f,b,s,w,o
3470,p,c,f,b,s,w,o
3471,e,n,f,b,s,w,o
3472,g,n,f,b,s,w,o
3473,g,n,f,b,s,w,o
3474,g,f,f,b,k,w,o
3475,n,n,f,b,s,w,o
3476,g,n,f,b,s,w,o
3477,g,n,f,b,s,w,o
3478,g,c,f,b,s,w,o
3479,n,n,f,b,s,w,o
3480,g,f,f,b,k,w,o
3481,g,n,f,b,s,w,o
3482,e,n,f,b,s,w,o
3483,e,n,f,b,s,w,o
3484,w,c,f,b,s,w,o
3485,w,c,f,b,s,w,o
3486,e,n,f,b,s,w,o
3487,e,n,f,b,s,w,o
3488,n,n,f,b,s,w,o
3489,g,f,f,b,k,w,o
3490,g,n,f,b,s,w,o
3491,g,f,f,b,k,w,o
3492,e,n,f,b,s,w,o
3493,g,f,f,b,k,w,o
3494,g,n,f,b,s,w,o
3495,e,n,f,b,s,w,o
3496,n,n,f,b,s,w,o
3497,g,f,f,b,k,w,o
3498,e,n,f,b,s,w,o
3499,g,n,f,b,s,w,o
3500,g,n,f,b,s,w,o
3501,w,c,f,b,s,w,o
3502,e,n,f,b,s,w,o
3503,e,n,f,b,s,w,o
3504,e,n,f,b,s,w,o
3505,e,n,f,b,s,w,o
3506,n,n,f,b,s,w,o
3507,g,f,f,b,k,w,o
3508,g,n,f,b,s,w,o
3509,g,f,f,b,k,w,o
3510,g,n,f,b,s,w,o
3511,n,n,f,b,s,w,o
3512,g,f,f,b,k,w,o
3513,g,n,f,b,s,w,o
3514,g,f,f,b,k,w,o
3515,e,n,f,b,s,w,o
3516,g,c,f,b,s,w,o
3517,e,n,f,b,s,w,o
3518,n,n,f,b,s,w,o
3519,e,n,f,b,s,w,o
3520,e,n,f,b,s,w,o
3521,g,n,f,b,s,w,o
3522,p,c,f,b,s,w,o
3523,g,f,f,b,k,w,o
3524,g,n,f,b,s,w,o
3525,e,n,f,b,s,w,o
3526,p,c,f,b,s,w,o
3527,n,n,f,b,s,w,o
3528,g,n,f,b,s,w,o
3529,e,n,f,b,s,w,o
3530,e,n,f,b,s,w,o
3531,g,n,f,b,s,w,o
3532,w,c,f,b,s,w,o
3533,g,n,f,b,s,w,o
3534,g,f,f,b,k,w,o
3535,n,n,f,b,s,w,o
3536,n,n,f,b,s,w,o
3537,g,c,f,b,s,w,o
3538,g,n,f,b,s,w,o
3539,e,n,f,b,s,w,o
3540,g,f,f,b,k,w,o
3541,n,n,f,b,s,w,o
3542,e,n,f,b,s,w,o
3543,e,n,f,b,s,w,o
3544,p,c,f,b,s,w,o
3545,g,f,f,b,k,w,o
3546,e,n,f,b,s,w,o
3547,g,n,f,b,s,w,o
3548,p,c,f,b,s,w,o
3549,g,n,f,b,s,w,o
3550,e,n,f,b,s,w,o
3551,n,n,f,b,s,w,o
3552,g,n,f,b,s,w,o
3553,n,n,f,b,s,w,o
3554,n,n,f,b,s,w,o
3555,p,c,f,b,s,w,o
3556,e,n,f,b,s,w,o
3557,y,f,f,b,k,w,o
3558,g,c,f,b,s,w,o
3559,n,n,f,b,s,w,o
3560,g,f,f,b,k,w,o
3561,g,c,f,b,s,w,o
3562,g,n,f,b,s,w,o
3563,g,n,f,b,s,w,o
3564,g,n,f,b,s,w,o
3565,n,n,f,b,s,w,o
3566,y,f,f,b,k,w,o
3567,g,n,f,b,s,w,o
3568,g,f,f,b,k,w,o
3569,e,n,f,b,s,w,o
3570,e,n,f,b,s,w,o
3571,g,f,f,b,k,w,o
3572,e,n,f,b,s,w,o
3573,y,f,f,b,k,w,o
3574,e,n,f,b,s,w,o
3575,g,n,f,b,s,w,o
3576,e,n,f,b,s,w,o
3577,e,n,f,b,s,w,o
3578,e,n,f,b,s,w,o
3579,n,n,f,b,s,w,o
3580,g,n,f,b,s,w,o
3581,e,n,f,b,s,w,o
3582,g,f,f,b,k,w,o
3583,n,n,f,b,s,w,o
3584,g,c,f,b,s,w,o
3585,n,n,f,b,s,w,o
3586,g,n,f,b,s,w,o
3587,e,n,f,b,s,w,o
3588,e,n,f,b,s,w,o
3589,g,n,f,b,s,w,o
3590,g,n,f,b,s,w,o
3591,p,c,f,b,s,w,o
3592,n,n,f,b,s,w,o
3593,n,n,f,b,s,w,o
3594,g,n,f,b,s,w,o
3595,g,f,f,b,k,w,o
3596,g,n,f,b,s,w,o
3597,e,n,f,b,s,w,o
3598,g,f,f,b,k,w,o
3599,n,n,f,b,s,w,o
3600,g,f,f,b,k,w,o
3601,e,n,f,b,s,w,o
3602,n,n,f,b,s,w,o
3603,g,n,f,b,s,w,o
3604,e,n,f,b,s,w,o
3605,g,f,f,b,k,w,o
3606,g,c,f,b,s,w,o
3607,g,f,f,b,k,w,o
3608,g,f,f,b,k,w,o
3609,g,f,f,b,k,w,o
3610,g,n,f,b,s,w,o
3611,g,f,f,b,k,w,o
3612,e,n,f,b,s,w,o
3613,n,n,f,b,s,w,o
3614,n,n,f,b,s,w,o
3615,y,f,f,b,k,w,o
3616,g,n,f,b,s,w,o
3617,p,c,f,b,s,w,o
3618,e,n,f,b,s,w,o
3619,n,n,f,b,s,w,o
3620,n,n,f,b,s,w,o
3621,e,n,f,b,s,w,o
3622,g,f,f,b,k,w,o
3623,g,f,f,b,k,w,o
3624,g,n,f,b,s,w,o
3625,n,n,f,b,s,w,o
3626,g,f,f,b,k,w,o
3627,g,n,f,b,s,w,o
3628,p,c,f,b,s,w,o
3629,n,n,f,b,s,w,o
3630,g,n,f,b,s,w,o
3631,g,f,f,b,k,w,o
3632,e,n,f,b,s,w,o
3633,g,c,f,b,s,w,o
3634,g,f,f,b,k,w,o
3635,n,n,f,b,s,w,o
3636,g,f,f,b,k,w,o
3637,e,n,f,b,s,w,o
3638,g,n,f,b,s,w,o
3639,g,n,f,b,s,w,o
3640,n,n,f,b,s,w,o
3641,e,n,f,b,s,w,o
3642,g,n,f,b,s,w,o
3643,e,n,f,b,s,w,o
3644,n,n,f,b,s,w,o
3645,y,f,f,b,k,w,o
3646,g,n,f,b,s,w,o
3647,n,n,f,b,s,w,o
3648,g,f,f,b,k,w,o
3649,g,f,f,b,k,w,o
3650,g,f,f,b,k,w,o
3651,e,n,f,b,s,w,o
3652,n,n,f,b,s,w,o
3653,g,f,f,b,k,w,o
3654,g,f,f,b,k,w,o
3655,g,f,f,b,k,w,o
3656,n,n,f,b,s,w,o
3657,g,c,f,b,s,w,o
3658,e,n,f,b,s,w,o
3659,y,f,f,b,k,w,o
3660,n,n,f,b,s,w,o
3661,e,n,f,b,s,w,o
3662,g,f,f,b,k,w,o
3663,n,n,f,b,s,w,o
3664,w,c,f,b,s,w,o
3665,g,n,f,b,s,w,o
3666,e,n,f,b,s,w,o
3667,g,n,f,b,s,w,o
3668,g,f,f,b,k,w,o
3669,e,n,f,b,s,w,o
3670,e,n,f,b,s,w,o
3671,p,c,f,b,s,w,o
3672,e,n,f,b,s,w,o
3673,g,n,f,b,s,w,o
3674,g,n,f,b,s,w,o
3675,g,n,f,b,s,w,o
3676,g,f,f,b,k,w,o
3677,n,n,f,b,s,w,o
3678,g,n,f,b,s,w,o
3679,n,n,f,b,s,w,o
3680,p,c,f,b,s,w,o
3681,e,n,f,b,s,w,o
3682,g,n,f,b,s,w,o
3683,e,n,f,b,s,w,o
3684,w,c,f,b,s,w,o
3685,g,f,f,b,k,w,o
3686,n,n,f,b,s,w,o
3687,g,f,f,b,k,w,o
3688,w,c,f,b,s,w,o
3689,n,n,f,b,s,w,o
3690,g,n,f,b,s,w,o
3691,g,n,f,b,s,w,o
3692,g,n,f,b,s,w,o
3693,w,c,f,b,s,w,o
3694,e,n,f,b,s,w,o
3695,g,f,f,b,k,w,o
3696,n,n,f,b,s,w,o
3697,n,n,f,b,s,w,o
3698,p,c,f,b,s,w,o
3699,g,n,f,b,s,w,o
3700,p,c,f,b,s,w,o
3701,n,n,f,b,s,w,o
3702,g,f,f,b,k,w,o
3703,e,n,f,b,s,w,o
3704,p,c,f,b,s,w,o
3705,g,f,f,b,k,w,o
3706,e,n,f,b,s,w,o
3707,e,n,f,b,s,w,o
3708,g,c,f,b,s,w,o
3709,g,f,f,b,k,w,o
3710,g,n,f,b,s,w,o
3711,g,f,f,b,k,w,o
3712,e,n,f,b,s,w,o
3713,n,n,f,b,s,w,o
3714,y,f,f,b,k,w,o
3715,e,n,f,b,s,w,o
3716,e,n,f,b,s,w,o
3717,n,n,f,b,s,w,o
3718,n,n,f,b,s,w,o
3719,g,f,f,b,k,w,o
3720,g,n,f,b,s,w,o
3721,e,n,f,b,s,w,o
3722,n,n,f,b,s,w,o
3723,g,n,f,b,s,w,o
3724,n,n,f,b,s,w,o
3725,g,f,f,b,k,w,o
3726,w,c,f,b,s,w,o
3727,y,f,f,b,k,w,o
3728,n,n,f,b,s,w,o
3729,e,n,f,b,s,w,o
3730,e,n,f,b,s,w,o
3731,e,n,f,b,s,w,o
3732,e,n,f,b,s,w,o
3733,n,n,f,b,s,w,o
3734,e,n,f,b,s,w,o
3735,g,f,f,b,k,w,o
3736,e,n,f,b,s,w,o
3737,n,n,f,b,s,w,o
3738,g,f,f,b,k,w,o
3739,w,c,f,b,s,w,o
3740,g,c,f,b,s,w,o
3741,n,n,f,b,s,w,o
3742,y,f,f,b,k,w,o
3743,g,c,f,b,s,w,o
3744,e,n,f,b,s,w,o
3745,e,n,f,b,s,w,o
3746,e,n,f,b,s,w,o
3747,y,f,f,b,k,w,o
3748,n,n,f,b,s,w,o
3749,e,n,f,b,s,w,o
3750,e,n,f,b,s,w,o
3751,y,f,f,b,k,w,o
3752,g,c,f,b,s,w,o
3753,e,n,f,b,s,w,o
3754,g,c,f,b,s,w,o
3755,w,c,f,b,s,w,o
3756,g,f,f,b,k,w,o
3757,g,n,f,b,s,w,o
3758,e,n,f,b,s,w,o
3759,y,f,f,b,k,w,o
3760,e,n,f,b,s,w,o
3761,e,n,f,b,s,w,o
3762,g,n,f,b,s,w,o
3763,e,n,f,b,s,w,o
3764,g,n,f,b,s,w,o
3765,n,n,f,b,s,w,o
3766,e,n,f,b,s,w,o
3767,n,n,f,b,s,w,o
3768,e,n,f,b,s,w,o
3769,e,n,f,b,s,w,o
3770,g,n,f,b,s,w,o
3771,g,n,f,b,s,w,o
3772,n,n,f,b,s,w,o
3773,n,n,f,b,s,w,o
3774,e,n,f,b,s,w,o
3775,n,n,f,b,s,w,o
3776,g,f,f,b,k,w,o
3777,e,n,f,b,s,w,o
3778,g,n,f,b,s,w,o
3779,n,n,f,b,s,w,o
3780,n,n,f,b,s,w,o
3781,g,n,f,b,s,w,o
3782,g,f,f,b,k,w,o
3783,e,n,f,b,s,w,o
3784,g,f,f,b,k,w,o
3785,g,n,f,b,s,w,o
3786,g,n,f,b,s,w,o
3787,g,n,f,b,s,w,o
3788,y,f,f,b,k,w,o
3789,n,n,f,b,s,w,o
3790,g,n,f,b,s,w,o
3791,g,f,f,b,k,w,o
3792,n,n,f,b,s,w,o
3793,g,c,f,b,s,w,o
3794,e,n,f,b,s,w,o
3795,w,c,f,b,s,w,o
3796,n,n,f,b,s,w,o
3797,w,c,f,b,s,w,o
3798,e,n,f,b,s,w,o
3799,g,n,f,b,s,w,o
3800,e,n,f,b,s,w,o
3801,e,n,f,b,s,w,o
3802,g,c,f,b,s,w,o
3803,e,n,f,b,s,w,o
3804,e,n,f,b,s,w,o
3805,p,c,f,b,s,w,o
3806,e,n,f,b,s,w,o
3807,p,c,f,b,s,w,o
3808,e,n,f,b,s,w,o
3809,g,f,f,b,k,w,o
3810,g,n,f,b,s,w,o
3811,g,f,f,b,k,w,o
3812,n,n,f,b,s,w,o
3813,e,n,f,b,s,w,o
3814,n,n,f,b,s,w,o
3815,p,c,f,b,s,w,o
3816,g,f,f,b,k,w,o
3817,e,n,f,b,s,w,o
3818,g,n,f,b,s,w,o
3819,g,n,f,b,s,w,o
3820,e,n,f,b,s,w,o
3821,e,n,f,b,s,w,o
3822,g,n,f,b,s,w,o
3823,g,f,f,b,k,w,o
3824,n,n,f,b,s,w,o
3825,e,n,f,b,s,w,o
3826,e,n,f,b,s,w,o
3827,w,c,f,b,s,w,o
3828,e,n,f,b,s,w,o
3829,g,n,f,b,s,w,o
3830,g,f,f,b,k,w,o
3831,g,n,f,b,s,w,o
3832,w,c,f,b,s,w,o
3833,e,n,f,b,s,w,o
3834,w,c,f,b,s,w,o
3835,g,f,f,b,k,w,o
3836,g,f,f,b,k,w,o
3837,g,n,f,b,s,w,o
3838,g,n,f,b,s,w,o
3839,e,n,f,b,s,w,o
3840,e,n,f,b,s,w,o
3841,g,f,f,b,k,w,o
3842,e,n,f,b,s,w,o
3843,e,n,f,b,s,w,o
3844,g,f,f,b,k,w,o
3845,e,n,f,b,s,w,o
3846,g,c,f,b,s,w,o
3847,g,n,f,b,s,w,o
3848,e,n,f,b,s,w,o
3849,e,n,f,b,s,w,o
3850,g,n,f,b,s,w,o
3851,e,n,f,b,s,w,o
3852,g,n,f,b,s,w,o
3853,p,c,f,b,s,w,o
3854,n,n,f,b,s,w,o
3855,g,f,f,b,k,w,o
3856,e,n,f,b,s,w,o
3857,g,n,f,b,s,w,o
3858,e,n,f,b,s,w,o
3859,w,c,f,b,s,w,o
3860,w,c,f,b,s,w,o
3861,n,n,f,b,s,w,o
3862,e,n,f,b,s,w,o
3863,e,n,f,b,s,w,o
3864,g,n,f,b,s,w,o
3865,g,f,f,b,k,w,o
3866,w,c,f,b,s,w,o
3867,n,n,f,b,s,w,o
3868,e,n,f,b,s,w,o
3869,w,c,f,b,s,w,o
3870,g,c,f,b,s,w,o
3871,e,n,f,b,s,w,o
3872,g,f,f,b,k,w,o
3873,g,c,f,b,s,w,o
3874,g,f,f,b,k,w,o
3875,g,c,f,b,s,w,o
3876,g,n,f,b,s,w,o
3877,p,c,f,b,s,w,o
3878,e,n,f,b,s,w,o
3879,p,c,f,b,s,w,o
3880,g,c,f,b,s,w,o
3881,e,n,f,b,s,w,o
3882,g,c,f,b,s,w,o
3883,g,c,f,b,s,w,o
3884,g,n,f,b,s,w,o
3885,n,n,f,b,s,w,o
3886,g,c,f,b,s,w,o
3887,e,n,f,b,s,w,o
3888,w,c,f,b,s,w,o
3889,n,n,f,b,s,w,o
3890,g,f,f,b,k,w,o
3891,g,f,f,b,k,w,o
3892,g,n,f,b,s,w,o
3893,g,f,f,b,k,w,o
3894,g,n,f,b,s,w,o
3895,g,f,f,b,k,w,o
3896,g,f,f,b,k,w,o
3897,e,n,f,b,s,w,o
3898,g,n,f,b,s,w,o
3899,w,c,f,b,s,w,o
3900,g,n,f,b,s,w,o
3901,g,f,f,b,k,w,o
3902,y,f,f,b,k,w,o
3903,g,f,f,b,k,w,o
3904,y,f,f,b,k,w,o
3905,w,c,f,b,s,w,o
3906,y,f,f,b,k,w,o
3907,y,f,f,b,k,w,o
3908,y,f,f,b,k,w,o
3909,y,f,f,b,k,w,o
3910,y,f,f,b,k,w,o
3911,g,n,f,b,s,w,o
3912,g,f,f,b,k,w,o
3913,y,f,f,b,k,w,o
3914,y,f,f,b,k,w,o
3915,g,n,f,b,s,w,o
3916,n,n,f,b,s,w,o
3917,e,n,f,b,s,w,o
3918,y,f,f,b,k,w,o
3919,g,f,f,b,k,w,o
3920,g,f,f,b,k,w,o
3921,e,n,f,b,s,w,o
3922,g,f,f,b,k,w,o
3923,e,n,f,b,s,w,o
3924,g,n,f,b,s,w,o
3925,g,n,f,b,s,w,o
3926,g,f,f,b,k,w,o
3927,y,f,f,b,k,w,o
3928,y,f,f,b,k,w,o
3929,e,n,f,b,s,w,o
3930,y,f,f,b,k,w,o
3931,g,f,f,b,k,w,o
3932,y,f,f,b,k,w,o
3933,y,f,f,b,k,w,o
3934,g,f,f,b,k,w,o
3935,y,f,f,b,k,w,o
3936,p,c,f,b,s,w,o
3937,y,f,f,b,k,w,o
3938,e,n,f,b,s,w,o
3939,e,n,f,b,s,w,o
3940,p,c,f,b,s,w,o
3941,y,f,f,b,k,w,o
3942,g,f,f,b,k,w,o
3943,g,n,f,b,s,w,o
3944,e,n,f,b,s,w,o
3945,g,f,f,b,k,w,o
3946,g,n,f,b,s,w,o
3947,y,f,f,b,k,w,o
3948,g,f,f,b,k,w,o
3949,e,n,f,b,s,w,o
3950,y,f,f,b,k,w,o
3951,y,f,f,b,k,w,o
3952,y,f,f,b,k,w,o
3953,g,f,f,b,k,w,o
3954,p,c,f,b,s,w,o
3955,g,c,f,b,s,w,o
3956,g,f,f,b,k,w,o
3957,y,f,f,b,k,w,o
3958,g,f,f,b,k,w,o
3959,g,n,f,b,s,w,o
3960,g,f,f,b,f,w,o
3961,y,f,f,b,k,w,o
3962,g,n,f,b,s,w,o
3963,y,f,f,b,k,w,o
3964,g,f,f,b,k,w,o
3965,y,f,f,b,k,w,o
3966,g,f,f,b,k,w,o
3967,g,f,f,b,k,w,o
3968,y,f,f,b,k,w,o
3969,y,f,f,b,k,w,o
3970,w,c,f,b,s,w,o
3971,g,f,f,b,k,w,o
3972,g,f,f,b,k,w,o
3973,n,n,f,b,s,w,o
3974,g,n,f,b,s,w,o
3975,y,f,f,b,k,w,o
3976,p,c,f,b,s,w,o
3977,g,f,f,b,k,w,o
3978,g,f,f,b,k,w,o
3979,w,c,f,b,s,w,o
3980,e,n,f,b,s,w,o
3981,g,f,f,b,k,w,o
3982,p,c,f,b,s,w,o
3983,w,f,f,b,f,w,o
3984,y,f,f,b,k,w,o
3985,b,n,f,?,s,w,t
3986,g,f,f,b,k,w,o
3987,g,f,f,b,k,w,o
3988,y,f,f,b,k,w,o
3989,y,f,f,b,k,w,o
3990,g,n,f,b,s,w,o
3991,y,f,f,b,k,w,o
3992,g,f,f,b,k,w,o
3993,g,f,f,b,k,w,o
3994,g,c,f,b,s,w,o
3995,g,c,f,b,s,w,o
3996,g,f,f,b,k,w,o
3997,g,f,f,b,s,w,o
3998,g,f,f,b,k,w,o
3999,g,n,f,b,s,w,o
4000,y,f,f,b,k,w,o
4001,e,n,f,b,s,w,o
4002,g,f,f,b,k,w,o
4003,n,n,f,b,s,w,o
4004,e,n,f,b,s,w,o
4005,g,f,f,b,k,w,o
4006,g,f,f,b,k,w,o
4007,e,n,f,b,s,w,o
4008,g,f,f,b,k,w,o
4009,g,n,f,b,s,w,o
4010,e,n,f,b,s,w,o
4011,e,n,f,b,s,w,o
4012,g,f,f,b,k,w,o
4013,e,n,f,b,s,w,o
4014,g,f,f,b,k,w,o
4015,y,f,f,b,k,w,o
4016,y,f,f,b,k,w,o
4017,y,f,f,b,k,w,o
4018,y,f,f,b,k,w,o
4019,g,n,f,b,s,w,o
4020,g,n,f,b,s,w,o
4021,g,f,f,b,k,w,o
4022,y,f,f,b,k,w,o
4023,g,f,f,b,k,w,o
4024,e,y,f,?,k,w,o
4025,g,f,f,b,k,w,o
4026,g,f,f,b,k,w,o
4027,g,c,f,b,s,w,o
4028,g,f,f,b,k,w,o
4029,b,f,f,b,s,w,o
4030,g,f,f,b,k,w,o
4031,y,f,f,b,k,w,o
4032,w,c,f,b,s,w,o
4033,y,f,f,b,k,w,o
4034,e,n,f,b,s,w,o
4035,g,f,f,b,k,w,o
4036,y,f,f,b,k,w,o
4037,y,f,f,b,k,w,o
4038,g,f,f,b,k,w,o
4039,y,f,f,b,k,w,o
4040,g,n,f,b,s,w,o
4041,g,f,f,b,k,w,o
4042,n,n,f,b,s,w,o
4043,g,f,f,b,k,w,o
4044,g,f,f,b,k,w,o
4045,g,f,f,b,k,w,o
4046,w,c,f,b,s,w,o
4047,g,f,f,b,k,w,o
4048,n,n,f,b,s,w,o
4049,w,c,f,b,s,w,o
4050,y,f,f,b,k,w,o
4051,y,f,f,b,k,w,o
4052,p,c,f,b,s,w,o
4053,y,f,f,b,k,w,o
4054,g,f,f,b,k,w,o
4055,e,n,f,b,s,w,o
4056,y,f,f,b,k,w,o
4057,y,f,f,b,k,w,o
4058,g,c,f,b,s,w,o
4059,p,c,f,b,s,w,o
4060,e,n,f,b,s,w,o
4061,y,f,f,b,k,w,o
4062,n,n,f,b,s,w,o
4063,e,n,f,b,s,w,o
4064,y,f,f,b,k,w,o
4065,y,f,f,b,k,w,o
4066,g,f,f,b,k,w,o
4067,g,f,f,b,k,w,o
4068,y,f,f,b,k,w,o
4069,g,n,f,b,s,w,o
4070,g,f,f,b,k,w,o
4071,y,f,f,b,k,w,o
4072,g,f,f,b,k,w,o
4073,y,f,f,b,k,w,o
4074,e,n,f,b,s,w,o
4075,n,n,f,b,s,w,o
4076,y,f,f,b,k,w,o
4077,u,n,f,?,s,w,o
4078,n,n,f,b,s,w,o
4079,y,f,f,b,k,w,o
4080,y,f,f,b,k,w,o
4081,g,f,f,b,k,w,o
4082,g,f,f,b,k,w,o
4083,y,f,f,b,k,w,o
4084,y,f,f,b,k,w,o
4085,y,f,f,b,k,w,o
4086,g,f,f,b,k,w,o
4087,y,f,f,b,k,w,o
4088,g,n,f,b,s,w,o
4089,g,f,f,b,k,w,o
4090,e,n,f,b,s,w,o
4091,g,f,f,b,k,w,o
4092,y,f,f,b,k,w,o
4093,n,n,f,b,s,w,o
4094,g,n,f,b,s,w,o
4095,g,f,f,b,k,w,o
4096,e,n,f,b,s,w,o
4097,e,n,f,b,s,w,o
4098,y,f,f,b,k,w,o
4099,w,c,f,b,s,w,o
4100,g,f,f,b,k,w,o
4101,e,y,f,?,k,w,o
4102,y,f,f,b,k,w,o
4103,g,f,f,b,k,w,o
4104,g,n,f,b,s,w,o
4105,n,f,f,?,s,w,o
4106,e,n,f,b,s,w,o
4107,b,n,f,b,s,w,t
4108,g,n,f,b,s,w,o
4109,g,f,f,b,k,w,o
4110,g,n,f,b,s,w,o
4111,y,f,f,b,k,w,o
4112,y,f,f,b,k,w,o
4113,g,f,f,b,k,w,o
4114,e,n,f,b,s,w,o
4115,g,f,f,b,k,w,o
4116,y,f,f,b,k,w,o
4117,y,f,f,b,k,w,o
4118,y,f,f,b,k,w,o
4119,y,f,f,b,k,w,o
4120,y,f,f,b,k,w,o
4121,g,f,f,b,k,w,o
4122,e,n,f,b,s,w,o
4123,g,f,f,b,k,w,o
4124,y,f,f,b,k,w,o
4125,n,n,f,b,s,w,o
4126,y,f,f,b,k,w,o
4127,y,f,f,b,k,w,o
4128,n,n,f,b,s,w,o
4129,g,f,f,b,k,w,o
4130,e,n,f,b,s,w,o
4131,y,f,f,b,k,w,o
4132,g,f,f,b,k,w,o
4133,y,f,f,b,k,w,o
4134,g,c,f,b,s,w,o
4135,g,n,f,b,s,w,o
4136,g,f,f,b,k,w,o
4137,g,f,f,b,k,w,o
4138,g,f,f,b,k,w,o
4139,n,n,f,b,s,w,o
4140,y,f,f,b,k,w,o
4141,g,f,f,b,k,w,o
4142,e,n,f,b,s,w,o
4143,e,n,f,b,s,w,o
4144,g,f,f,b,f,w,o
4145,g,f,f,b,k,w,o
4146,g,f,f,b,k,w,o
4147,g,f,f,b,k,w,o
4148,y,f,f,b,k,w,o
4149,g,f,f,b,k,w,o
4150,g,f,f,b,k,w,o
4151,e,n,f,b,s,w,o
4152,g,f,f,b,k,w,o
4153,g,f,f,b,k,w,o
4154,g,f,f,b,k,w,o
4155,e,n,f,b,s,w,o
4156,e,n,f,b,s,w,o
4157,e,n,f,b,s,w,o
